"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Connecticut"	"09"	"2015"	"2015"	279	3407283	8.2	0.5	7.8	0.5
	"Connecticut"	"09"	"2016"	"2016"	301	3393881	8.9	0.5	8.4	0.5
	"Delaware"	"10"	"2009"	"2009"	114	891730	12.8	1.2	12.8	1.2
	"Delaware"	"10"	"2010"	"2010"	116	897934	12.9	1.2	13.0	1.2
	"Delaware"	"10"	"2011"	"2011"	100	907135	11.0	1.1	11.1	1.1
	"Delaware"	"10"	"2012"	"2012"	114	917092	12.4	1.2	12.5	1.2
	"Delaware"	"10"	"2013"	"2013"	118	925749	12.7	1.2	12.3	1.2
	"Delaware"	"10"	"2014"	"2014"	131	935614	14.0	1.2	13.7	1.2
	"Delaware"	"10"	"2015"	"2015"	137	945934	14.5	1.2	14.1	1.3
	"Delaware"	"10"	"2016"	"2016"	122	952065	12.8	1.2	12.5	1.2
	"District of Columbia"	"11"	"2009"	"2009"	48	592228	8.1	1.2	7.6	1.1
	"District of Columbia"	"11"	"2010"	"2010"	42	601723	7.0	1.1	6.6	1.1
	"District of Columbia"	"11"	"2011"	"2011"	41	617996	6.6	1.0	6.0	1.0
	"District of Columbia"	"11"	"2012"	"2012"	44	632323	7.0	1.0	6.7	1.1
	"District of Columbia"	"11"	"2013"	"2013"	35	646449	5.4	0.9	5.6	1.0
	"District of Columbia"	"11"	"2014"	"2014"	38	658893	5.8	0.9	5.4	0.9
	"District of Columbia"	"11"	"2015"	"2015"	45	672228	6.7	1.0	6.8	1.1
	"District of Columbia"	"11"	"2016"	"2016"	36	681170	5.3	0.9	5.1	0.9
	"Florida"	"12"	"2009"	"2009"	2547	17946559	14.2	0.3	13.8	0.3
	"Florida"	"12"	"2010"	"2010"	2479	18094312	13.7	0.3	13.1	0.3
	"Florida"	"12"	"2011"	"2011"	2466	18351062	13.4	0.3	12.9	0.3
	"Florida"	"12"	"2012"	"2012"	2449	18613703	13.2	0.3	12.6	0.3
	"Florida"	"12"	"2013"	"2013"	2398	18850224	12.7	0.3	12.2	0.3
	"Florida"	"12"	"2014"	"2014"	2528	19189365	13.2	0.3	12.7	0.3
	"Florida"	"12"	"2015"	"2015"	2920	19565221	14.9	0.3	14.5	0.3
	"Florida"	"12"	"2016"	"2016"	3156	19902741	15.9	0.3	15.3	0.3
	"Georgia"	"13"	"2009"	"2009"	1032	7851961	13.1	0.4	13.3	0.4
	"Georgia"	"13"	"2010"	"2010"	991	7913227	12.5	0.4	12.8	0.4
	"Georgia"	"13"	"2011"	"2011"	955	8036932	11.9	0.4	11.9	0.4
	"Georgia"	"13"	"2012"	"2012"	975	8144531	12.0	0.4	12.0	0.4
	"Georgia"	"13"	"2013"	"2013"	990	8219945	12.0	0.4	12.0	0.4
	"Georgia"	"13"	"2014"	"2014"	970	8326099	11.7	0.4	11.7	0.4
	"Georgia"	"13"	"2015"	"2015"	1096	8440122	13.0	0.4	12.9	0.4
	"Georgia"	"13"	"2016"	"2016"	1227	8532248	14.4	0.4	14.2	0.4
	"Hawaii"	"15"	"2009"	"2009"	90	1096570	8.2	0.9	8.1	0.9
	"Hawaii"	"15"	"2010"	"2010"	87	1108131	7.9	0.8	7.8	0.8
	"Hawaii"	"15"	"2011"	"2011"	89	1120371	7.9	0.8	7.6	0.8
	"Hawaii"	"15"	"2012"	"2012"	88	1134688	7.8	0.8	7.4	0.8
	"Hawaii"	"15"	"2013"	"2013"	85	1143721	7.4	0.8	7.1	0.8
	"Hawaii"	"15"	"2014"	"2014"	95	1154896	8.2	0.8	7.8	0.8
	"Hawaii"	"15"	"2015"	"2015"	84	1163440	7.2	0.8	6.6	0.7
	"Hawaii"	"15"	"2016"	"2016"	103	1158079	8.9	0.9	8.5	0.9
	"Idaho"	"16"	"2009"	"2009"	143	1014169	14.1	1.2	14.5	1.2
	"Idaho"	"16"	"2010"	"2010"	127	1023210	12.4	1.1	12.6	1.1
	"Idaho"	"16"	"2011"	"2011"	124	1039775	11.9	1.1	12.2	1.1
	"Idaho"	"16"	"2012"	"2012"	132	1052478	12.5	1.1	12.8	1.1
	"Idaho"	"16"	"2013"	"2013"	148	1067644	13.9	1.1	13.8	1.1
	"Idaho"	"16"	"2014"	"2014"	139	1086389	12.8	1.1	13.0	1.1
	"Idaho"	"16"	"2015"	"2015"	133	1103868	12.0	1.0	12.3	1.1
	"Idaho"	"16"	"2016"	"2016"	144	1126458	12.8	1.1	12.8	1.1
	"Illinois"	"17"	"2009"	"2009"	880	11266836	7.8	0.3	7.8	0.3
	"Illinois"	"17"	"2010"	"2010"	849	11302205	7.5	0.3	7.4	0.3
	"Illinois"	"17"	"2011"	"2011"	855	11346286	7.5	0.3	7.5	0.3
	"Illinois"	"17"	"2012"	"2012"	909	11361653	8.0	0.3	7.8	0.3
	"Illinois"	"17"	"2013"	"2013"	896	11375781	7.9	0.3	7.8	0.3
	"Illinois"	"17"	"2014"	"2014"	893	11383600	7.8	0.3	7.7	0.3
	"Illinois"	"17"	"2015"	"2015"	887	11372541	7.8	0.3	7.5	0.3
	"Illinois"	"17"	"2016"	"2016"	913	11323994	8.1	0.3	7.8	0.3
	"Indiana"	"18"	"2009"	"2009"	533	4980584	10.7	0.5	10.7	0.5
	"Indiana"	"18"	"2010"	"2010"	540	5004751	10.8	0.5	10.7	0.5
	"Indiana"	"18"	"2011"	"2011"	542	5038862	10.8	0.5	10.7	0.5
	"Indiana"	"18"	"2012"	"2012"	541	5063315	10.7	0.5	10.6	0.5
	"Indiana"	"18"	"2013"	"2013"	605	5097472	11.9	0.5	11.7	0.5
	"Indiana"	"18"	"2014"	"2014"	547	5124995	10.7	0.5	10.5	0.5
	"Indiana"	"18"	"2015"	"2015"	627	5151155	12.2	0.5	11.8	0.5
	"Indiana"	"18"	"2016"	"2016"	602	5169655	11.6	0.5	11.3	0.5
	"Iowa"	"19"	"2009"	"2009"	173	1733001	10.0	0.8	10.1	0.8
	"Iowa"	"19"	"2010"	"2010"	176	1746700	10.1	0.8	10.0	0.8
	"Iowa"	"19"	"2011"	"2011"	167	1766161	9.5	0.7	9.4	0.7
	"Iowa"	"19"	"2012"	"2012"	146	1782302	8.2	0.7	8.1	0.7
	"Iowa"	"19"	"2013"	"2013"	156	1800494	8.7	0.7	8.3	0.7
	"Iowa"	"19"	"2014"	"2014"	162	1821042	8.9	0.7	8.6	0.7
	"Iowa"	"19"	"2015"	"2015"	172	1841683	9.3	0.7	9.0	0.7
	"Iowa"	"19"	"2016"	"2016"	216	1858616	11.6	0.8	11.4	0.8
	"Kansas"	"20"	"2009"	"2009"	201	1882297	10.7	0.8	10.7	0.8
	"Kansas"	"20"	"2010"	"2010"	261	1896633	13.8	0.9	13.7	0.9
	"Kansas"	"20"	"2011"	"2011"	207	1913817	10.8	0.8	10.6	0.7
	"Kansas"	"20"	"2012"	"2012"	207	1928043	10.7	0.7	10.7	0.8
	"Kansas"	"20"	"2013"	"2013"	205	1939708	10.6	0.7	10.5	0.7
	"Kansas"	"20"	"2014"	"2014"	196	1954413	10.0	0.7	9.8	0.7
	"Kansas"	"20"	"2015"	"2015"	220	1967728	11.2	0.8	11.1	0.8
	"Kansas"	"20"	"2016"	"2016"	247	1972856	12.5	0.8	12.3	0.8
	"Kentucky"	"21"	"2009"	"2009"	353	2478661	14.2	0.8	14.1	0.8
	"Kentucky"	"21"	"2010"	"2010"	355	2499358	14.2	0.8	14.2	0.8
	"Kentucky"	"21"	"2011"	"2011"	314	2524110	12.4	0.7	12.3	0.7
	"Kentucky"	"21"	"2012"	"2012"	345	2541223	13.6	0.7	13.4	0.7
	"Kentucky"	"21"	"2013"	"2013"	301	2558001	11.8	0.7	11.5	0.7
	"Kentucky"	"21"	"2014"	"2014"	326	2574921	12.7	0.7	12.6	0.7
	"Kentucky"	"21"	"2015"	"2015"	377	2589407	14.6	0.7	14.4	0.8
	"Kentucky"	"21"	"2016"	"2016"	418	2603630	16.1	0.8	15.5	0.8
	"Louisiana"	"22"	"2009"	"2009"	691	3718332	18.6	0.7	18.6	0.7
	"Louisiana"	"22"	"2010"	"2010"	554	3758156	14.7	0.6	14.7	0.6
	"Louisiana"	"22"	"2011"	"2011"	603	3801095	15.9	0.6	15.7	0.6
	"Louisiana"	"22"	"2012"	"2012"	867	3829783	22.6	0.8	22.3	0.8
	"Louisiana"	"22"	"2013"	"2013"	619	3857382	16.0	0.6	15.9	0.6
	"Louisiana"	"22"	"2014"	"2014"	662	3883459	17.0	0.7	16.9	0.7
	"Louisiana"	"22"	"2015"	"2015"	652	3907943	16.7	0.7	16.4	0.7
	"Louisiana"	"22"	"2016"	"2016"	705	3921330	18.0	0.7	17.9	0.7
	"Maine"	"23"	"2009"	"2009"	95	776328	12.2	1.3	11.9	1.2
	"Maine"	"23"	"2010"	"2010"	80	775723	10.3	1.2	9.9	1.1
	"Maine"	"23"	"2011"	"2011"	71	776991	9.1	1.1	8.8	1.1
	"Maine"	"23"	"2012"	"2012"	77	779472	9.9	1.1	9.4	1.1
	"Maine"	"23"	"2013"	"2013"	80	780868	10.2	1.1	9.6	1.1
	"Maine"	"23"	"2014"	"2014"	77	784406	9.8	1.1	9.2	1.1
	"Maine"	"23"	"2015"	"2015"	71	786220	9.0	1.1	8.8	1.1
	"Maine"	"23"	"2016"	"2016"	96	788782	12.2	1.2	12.0	1.3
	"Maryland"	"24"	"2009"	"2009"	617	5577132	11.1	0.4	10.9	0.4
	"Maryland"	"24"	"2010"	"2010"	524	5619792	9.3	0.4	9.2	0.4
	"Maryland"	"24"	"2011"	"2011"	523	5674384	9.2	0.4	9.0	0.4
	"Maryland"	"24"	"2012"	"2012"	550	5731151	9.6	0.4	9.3	0.4
	"Maryland"	"24"	"2013"	"2013"	535	5775697	9.3	0.4	9.0	0.4
	"Maryland"	"24"	"2014"	"2014"	468	5824149	8.0	0.4	7.8	0.4
	"Maryland"	"24"	"2015"	"2015"	539	5854679	9.2	0.4	8.9	0.4
	"Maryland"	"24"	"2016"	"2016"	581	5864906	9.9	0.4	9.8	0.4
	"Massachusetts"	"25"	"2009"	"2009"	420	6419623	6.5	0.3	6.3	0.3
	"Massachusetts"	"25"	"2010"	"2010"	405	6449550	6.3	0.3	5.9	0.3
	"Massachusetts"	"25"	"2011"	"2011"	407	6489029	6.3	0.3	5.9	0.3
	"Massachusetts"	"25"	"2012"	"2012"	407	6547265	6.2	0.3	5.9	0.3
	"Massachusetts"	"25"	"2013"	"2013"	380	6593948	5.8	0.3	5.4	0.3
	"Massachusetts"	"25"	"2014"	"2014"	412	6646334	6.2	0.3	5.9	0.3
	"Massachusetts"	"25"	"2015"	"2015"	402	6695597	6.0	0.3	5.6	0.3
	"Massachusetts"	"25"	"2016"	"2016"	470	6713143	7.0	0.3	6.4	0.3
	"Michigan"	"26"	"2009"	"2009"	739	8082543	9.1	0.3	9.1	0.3
	"Michigan"	"26"	"2010"	"2010"	824	8067672	10.2	0.4	10.0	0.4
	"Michigan"	"26"	"2011"	"2011"	796	8063265	9.9	0.3	9.7	0.3
	"Michigan"	"26"	"2012"	"2012"	809	8076885	10.0	0.4	9.8	0.4
	"Michigan"	"26"	"2013"	"2013"	832	8091923	10.3	0.4	9.9	0.4
	"Michigan"	"26"	"2014"	"2014"	793	8106804	9.8	0.3	9.5	0.3
	"Michigan"	"26"	"2015"	"2015"	663	8123028	8.2	0.3	7.9	0.3
	"Michigan"	"26"	"2016"	"2016"	768	8131622	9.4	0.3	9.2	0.3
	"Minnesota"	"27"	"2009"	"2009"	328	4040454	8.1	0.4	8.0	0.4
	"Minnesota"	"27"	"2010"	"2010"	335	4061443	8.2	0.5	8.2	0.5
	"Minnesota"	"27"	"2011"	"2011"	298	4103097	7.3	0.4	7.1	0.4
	"Minnesota"	"27"	"2012"	"2012"	308	4140381	7.4	0.4	7.4	0.4
	"Minnesota"	"27"	"2013"	"2013"	311	4180988	7.4	0.4	7.3	0.4
	"Minnesota"	"27"	"2014"	"2014"	273	4219381	6.5	0.4	6.4	0.4
	"Minnesota"	"27"	"2015"	"2015"	324	4252236	7.6	0.4	7.4	0.4
	"Minnesota"	"27"	"2016"	"2016"	320	4282380	7.5	0.4	7.3	0.4
	"Mississippi"	"28"	"2009"	"2009"	294	1318216	22.3	1.3	22.3	1.3
	"Mississippi"	"28"	"2010"	"2010"	265	1327455	20.0	1.2	20.0	1.2
	"Mississippi"	"28"	"2011"	"2011"	264	1343216	19.7	1.2	19.5	1.2
	"Mississippi"	"28"	"2012"	"2012"	261	1353689	19.3	1.2	19.2	1.2
	"Mississippi"	"28"	"2013"	"2013"	236	1359148	17.4	1.1	17.2	1.1
	"Mississippi"	"28"	"2014"	"2014"	217	1366609	15.9	1.1	15.7	1.1
	"Mississippi"	"28"	"2015"	"2015"	272	1372931	19.8	1.2	19.7	1.2
	"Mississippi"	"28"	"2016"	"2016"	281	1377744	20.4	1.2	20.7	1.3
	"Missouri"	"29"	"2009"	"2009"	581	4407126	13.2	0.5	13.0	0.5
	"Missouri"	"29"	"2010"	"2010"	568	4428208	12.8	0.5	12.7	0.5
	"Missouri"	"29"	"2011"	"2011"	539	4449640	12.1	0.5	11.9	0.5
	"Missouri"	"29"	"2012"	"2012"	564	4464795	12.6	0.5	12.5	0.5
	"Missouri"	"29"	"2013"	"2013"	460	4487584	10.3	0.5	10.0	0.5
	"Missouri"	"29"	"2014"	"2014"	491	4510009	10.9	0.5	10.6	0.5
	"Missouri"	"29"	"2015"	"2015"	607	4534201	13.4	0.5	13.0	0.5
	"Missouri"	"29"	"2016"	"2016"	646	4547743	14.2	0.6	14.1	0.6
	"Montana"	"30"	"2009"	"2009"	63	346792	18.2	2.3	18.1	2.3
	"Montana"	"30"	"2010"	"2010"	62	349560	17.7	2.3	17.4	2.2
	"Montana"	"30"	"2011"	"2011"	66	352937	18.7	2.3	17.4	2.2
	"Montana"	"30"	"2012"	"2012"	49	355548	13.8	2.0	13.5	2.0
	"Montana"	"30"	"2013"	"2013"	59	359552	16.4	2.1	16.5	2.2
	"Montana"	"30"	"2014"	"2014"	61	361913	16.9	2.2	16.2	2.1
	"Montana"	"30"	"2015"	"2015"	60	364742	16.4	2.1	16.1	2.1
	"Montana"	"30"	"2016"	"2016"	64	367613	17.4	2.2	16.2	2.1
	"Nebraska"	"31"	"2009"	"2009"	111	1141549	9.7	0.9	9.8	0.9
	"Nebraska"	"31"	"2010"	"2010"	112	1153218	9.7	0.9	9.6	0.9
	"Nebraska"	"31"	"2011"	"2011"	93	1169797	8.0	0.8	7.9	0.8
	"Nebraska"	"31"	"2012"	"2012"	105	1183976	8.9	0.9	8.9	0.9
	"Nebraska"	"31"	"2013"	"2013"	89	1198008	7.4	0.8	7.4	0.8
	"Nebraska"	"31"	"2014"	"2014"	135	1212470	11.1	1.0	11.4	1.0
	"Nebraska"	"31"	"2015"	"2015"	138	1227754	11.2	1.0	11.1	1.0
	"Nebraska"	"31"	"2016"	"2016"	95	1239722	7.7	0.8	7.6	0.8
	"Nevada"	"32"	"2009"	"2009"	211	2416595	8.7	0.6	8.7	0.6
	"Nevada"	"32"	"2010"	"2010"	229	2431960	9.4	0.6	9.6	0.6
	"Nevada"	"32"	"2011"	"2011"	225	2455020	9.2	0.6	9.2	0.6
	"Nevada"	"32"	"2012"	"2012"	254	2489440	10.2	0.6	10.0	0.6
	"Nevada"	"32"	"2013"	"2013"	257	2519621	10.2	0.6	10.2	0.6
	"Nevada"	"32"	"2014"	"2014"	271	2568193	10.6	0.6	10.4	0.6
	"Nevada"	"32"	"2015"	"2015"	330	2620212	12.6	0.7	12.5	0.7
	"Nevada"	"32"	"2016"	"2016"	325	2668073	12.2	0.7	11.8	0.7
	"New Hampshire"	"33"	"2009"	"2009"	62	818265	7.6	1.0	7.4	1.0
	"New Hampshire"	"33"	"2010"	"2010"	72	819087	8.8	1.0	8.7	1.0
	"New Hampshire"	"33"	"2011"	"2011"	74	821760	9.0	1.0	8.8	1.0
	"New Hampshire"	"33"	"2012"	"2012"	76	824861	9.2	1.1	8.4	1.0
	"New Hampshire"	"33"	"2013"	"2013"	69	827712	8.3	1.0	8.0	1.0
	"New Hampshire"	"33"	"2014"	"2014"	71	831409	8.5	1.0	8.0	1.0
	"New Hampshire"	"33"	"2015"	"2015"	59	835280	7.1	0.9	6.7	0.9
	"New Hampshire"	"33"	"2016"	"2016"	77	838440	9.2	1.0	8.8	1.0
	"New Jersey"	"34"	"2009"	"2009"	615	8755602	7.0	0.3	6.9	0.3
	"New Jersey"	"34"	"2010"	"2010"	626	8791894	7.1	0.3	7.0	0.3
	"New Jersey"	"34"	"2011"	"2011"	704	8821155	8.0	0.3	7.8	0.3
	"New Jersey"	"34"	"2012"	"2012"	663	8864590	7.5	0.3	7.3	0.3
	"New Jersey"	"34"	"2013"	"2013"	594	8899339	6.7	0.3	6.5	0.3
	"New Jersey"	"34"	"2014"	"2014"	600	8938175	6.7	0.3	6.4	0.3
	"New Jersey"	"34"	"2015"	"2015"	622	8958013	6.9	0.3	6.7	0.3
	"New Jersey"	"34"	"2016"	"2016"	667	8944469	7.5	0.3	7.2	0.3
	"New Mexico"	"35"	"2009"	"2009"	204	1354413	15.1	1.1	15.1	1.1
	"New Mexico"	"35"	"2010"	"2010"	196	1370524	14.3	1.0	14.4	1.0
	"New Mexico"	"35"	"2011"	"2011"	179	1386088	12.9	1.0	12.7	1.0
	"New Mexico"	"35"	"2012"	"2012"	212	1391049	15.2	1.0	15.0	1.0
	"New Mexico"	"35"	"2013"	"2013"	170	1390183	12.2	0.9	12.1	0.9
	"New Mexico"	"35"	"2014"	"2014"	227	1390212	16.3	1.1	16.0	1.1
	"New Mexico"	"35"	"2015"	"2015"	205	1389019	14.8	1.0	14.6	1.0
	"New Mexico"	"35"	"2016"	"2016"	267	1387843	19.2	1.2	19.0	1.2
	"New York"	"36"	"2009"	"2009"	1221	17883838	6.8	0.2	6.6	0.2
	"New York"	"36"	"2010"	"2010"	1204	17956460	6.7	0.2	6.5	0.2
	"New York"	"36"	"2011"	"2011"	1224	18049263	6.8	0.2	6.5	0.2
	"New York"	"36"	"2012"	"2012"	1267	18156737	7.0	0.2	6.7	0.2
	"New York"	"36"	"2013"	"2013"	1210	18243409	6.6	0.2	6.3	0.2
	"New York"	"36"	"2014"	"2014"	1104	18345925	6.0	0.2	5.7	0.2
	"New York"	"36"	"2015"	"2015"	1139	18406003	6.2	0.2	5.8	0.2
	"New York"	"36"	"2016"	"2016"	1064	18364381	5.8	0.2	5.5	0.2
	"North Carolina"	"37"	"2009"	"2009"	980	7260162	13.5	0.4	13.4	0.4
	"North Carolina"	"37"	"2010"	"2010"	943	7334055	12.9	0.4	12.9	0.4
	"North Carolina"	"37"	"2011"	"2011"	886	7450095	11.9	0.4	11.8	0.4
	"North Carolina"	"37"	"2012"	"2012"	982	7541465	13.0	0.4	12.8	0.4
	"North Carolina"	"37"	"2013"	"2013"	991	7639076	13.0	0.4	12.8	0.4
	"North Carolina"	"37"	"2014"	"2014"	975	7737856	12.6	0.4	12.3	0.4
	"North Carolina"	"37"	"2015"	"2015"	1080	7836769	13.8	0.4	13.5	0.4
	"North Carolina"	"37"	"2016"	"2016"	1097	7940048	13.8	0.4	13.7	0.4
	"North Dakota"	"38"	"2009"	"2009"	31	327533	9.5	1.7	9.2	1.7
	"North Dakota"	"38"	"2010"	"2010"	31	331417	9.4	1.7	9.3	1.7
	"North Dakota"	"38"	"2011"	"2011"	39	335955	11.6	1.9	10.6	1.7
	"North Dakota"	"38"	"2012"	"2012"	36	343689	10.5	1.7	9.8	1.7
	"North Dakota"	"38"	"2013"	"2013"	28	355759	7.9	1.5	8.1	1.6
	"North Dakota"	"38"	"2014"	"2014"	22	363740	6.0	1.3	6.1	1.3
	"North Dakota"	"38"	"2015"	"2015"	57	371945	15.3	2.0	15.1	2.1
	"North Dakota"	"38"	"2016"	"2016"	44	377967	11.6	1.8	11.4	1.8
	"Ohio"	"39"	"2009"	"2009"	720	9132876	7.9	0.3	7.7	0.3
	"Ohio"	"39"	"2010"	"2010"	908	9142308	9.9	0.3	9.7	0.3
	"Ohio"	"39"	"2011"	"2011"	872	9154338	9.5	0.3	9.4	0.3
	"Ohio"	"39"	"2012"	"2012"	870	9164011	9.5	0.3	9.2	0.3
	"Ohio"	"39"	"2013"	"2013"	807	9194262	8.8	0.3	8.5	0.3
	"Ohio"	"39"	"2014"	"2014"	812	9222991	8.8	0.3	8.5	0.3
	"Ohio"	"39"	"2015"	"2015"	934	9246110	10.1	0.3	9.8	0.3
	"Ohio"	"39"	"2016"	"2016"	980	9254735	10.6	0.3	10.3	0.3
	"Oklahoma"	"40"	"2009"	"2009"	389	2385932	16.3	0.8	16.4	0.8
	"Oklahoma"	"40"	"2010"	"2010"	379	2413531	15.7	0.8	15.8	0.8
	"Oklahoma"	"40"	"2011"	"2011"	427	2449978	17.4	0.8	17.6	0.9
	"Oklahoma"	"40"	"2012"	"2012"	391	2472261	15.8	0.8	15.8	0.8
	"Oklahoma"	"40"	"2013"	"2013"	409	2503319	16.3	0.8	16.3	0.8
	"Oklahoma"	"40"	"2014"	"2014"	361	2528293	14.3	0.8	14.1	0.8
	"Oklahoma"	"40"	"2015"	"2015"	395	2560859	15.4	0.8	15.4	0.8
	"Oklahoma"	"40"	"2016"	"2016"	402	2579656	15.6	0.8	15.5	0.8
	"Oregon"	"41"	"2009"	"2009"	311	3157071	9.9	0.6	9.7	0.6
	"Oregon"	"41"	"2010"	"2010"	251	3177936	7.9	0.5	7.6	0.5
	"Oregon"	"41"	"2011"	"2011"	283	3218528	8.8	0.5	8.5	0.5
	"Oregon"	"41"	"2012"	"2012"	292	3247615	9.0	0.5	8.5	0.5
	"Oregon"	"41"	"2013"	"2013"	270	3279244	8.2	0.5	7.8	0.5
	"Oregon"	"41"	"2014"	"2014"	308	3318208	9.3	0.5	8.8	0.5
	"Oregon"	"41"	"2015"	"2015"	389	3372079	11.5	0.6	11.1	0.6
	"Oregon"	"41"	"2016"	"2016"	417	3430057	12.2	0.6	11.6	0.6
	"Pennsylvania"	"42"	"2009"	"2009"	1149	11155502	10.3	0.3	9.9	0.3
	"Pennsylvania"	"42"	"2010"	"2010"	1181	11192164	10.6	0.3	10.2	0.3
	"Pennsylvania"	"42"	"2011"	"2011"	1246	11235073	11.1	0.3	10.6	0.3
	"Pennsylvania"	"42"	"2012"	"2012"	1153	11263106	10.2	0.3	9.8	0.3
	"Pennsylvania"	"42"	"2013"	"2013"	1119	11278981	9.9	0.3	9.5	0.3
	"Pennsylvania"	"42"	"2014"	"2014"	1064	11298260	9.4	0.3	9.1	0.3
	"Pennsylvania"	"42"	"2015"	"2015"	1088	11321829	9.6	0.3	9.1	0.3
	"Pennsylvania"	"42"	"2016"	"2016"	1105	11313889	9.8	0.3	9.4	0.3
