system:index,County,ndvi_mean,ndvi_stdDev,year,.geo
0_208_216,4027.0,0.09869483188802752,0.08873671373390611,2008,
0_316_326,6065.0,0.1619126504440903,0.14647776697765305,2008,
0_302_312,6037.0,0.2782338824949714,0.1708010141734783,2008,
0_298_308,6029.0,0.2297414808124283,0.18011194201804887,2008,
0_3005_3056,48371.0,0.15169184273906067,0.057263303097343204,2008,
0_377_389,8071.0,0.23547019506835032,0.12446198652855085,2008,
0_2094_2133,35005.0,0.17150402006079876,0.06510274349863839,2008,
0_2095_2134,35006.0,0.2028763671322451,0.09639186102189999,2008,
0_204_212,4019.0,0.15128218683520983,0.07002520543382044,2008,
0_201_209,4013.0,0.1526706728147615,0.09789407296711529,2008,
0_96_204,4005.0,0.2058178675915512,0.12426042622097476,2008,
0_3086_3138,49025.0,0.19007915751321822,0.10517615689795468,2008,
0_3092_3144,49037.0,0.18866754281572273,0.10940772422871814,2008,
0_2113_2152,35039.0,0.3234145915361038,0.15337657493955634,2008,
0_364_376,8045.0,0.4837903173420316,0.1760196166979198,2008,
0_393_405,8103.0,0.4148998705892073,0.1868712263012142,2008,
0_3082_3134,49017.0,0.20935155044325204,0.12125547476869569,2008,
0_3085_3137,49023.0,0.1709368518736991,0.12875070031897892,2008,
0_3097_3149,49047.0,0.23756735600689968,0.1396753449928973,2008,
0_3430_3488,56023.0,0.3809875642920133,0.20912287648251732,2008,
0_3425_3483,56013.0,0.25496518061515916,0.1434013228033785,2008,
0_3437_3495,56037.0,0.14455969239234517,0.06326016465334498,2008,
0_3422_3480,56007.0,0.29741835008239853,0.16021189339394926,2008,
0_1966_2001,31031.0,0.3893580633849454,0.09988842100303467,2008,
0_2709_2758,46103.0,0.4767098418709012,0.1506766485963835,2008,
0_2176_2216,36103.0,0.6341196944921171,0.17911007424499545,2008,
0_1487_1514,23029.0,0.731184694152505,0.13085873672813841,2008,
0_1477_1504,23009.0,0.7288485581691162,0.1393895359435565,2008,
0_1476_1503,23007.0,0.7210541664087697,0.0950623743481116,2008,
0_1475_1502,23005.0,0.7186627898173016,0.17645692173012387,2008,
0_2065_2102,33009.0,0.8289634905436699,0.09974213285546227,2008,
0_3105_3158,50005.0,0.8486771957461148,0.08725505112244358,2008,
0_2064_2101,33007.0,0.7517560469736957,0.11280932072259064,2008,
0_3107_3160,50009.0,0.8499191930287111,0.10053549579808128,2008,
0_1483_1510,23021.0,0.6964731130439293,0.14004170475390404,2008,
0_2140_2180,36031.0,0.7391295329575536,0.1457895857359944,2008,
0_2134_2174,36019.0,0.7011520364749414,0.1948235513873146,2008,
0_2141_2181,36033.0,0.7310585095750126,0.14141167169045973,2008,
0_2169_2209,36089.0,0.7237971814420856,0.12316609713692,2008,
0_1597_1627,26141.0,0.7732761324098274,0.14105916186972037,2008,
0_1543_1573,26033.0,0.7508461802975062,0.12514654427575925,2008,
0_1575_1605,26097.0,0.7909273245638612,0.10248840618160582,2008,
0_1547_1577,26041.0,0.7859853049061709,0.11467258855255259,2008,
0_1528_1558,26003.0,0.7893806526469035,0.12934005740319962,2008,
0_1603_1633,26153.0,0.7661632709947594,0.1240958266021005,2008,
0_1578_1608,26103.0,0.6907302312514313,0.138102565864223,2008,
0_1581_1611,26109.0,0.7839117414041054,0.10269709634323095,2008,
0_3384_3441,55075.0,0.7588264804787711,0.12293565076770464,2008,
0_3380_3437,55067.0,0.7499994820029454,0.12779993746321144,2008,
0_3390_3447,55085.0,0.6884854339292613,0.13643544623360193,2008,
0_1553_1583,26053.0,0.7463694742538451,0.10746660895648126,2008,
0_3410_3467,55125.0,0.6804407451708774,0.15181902792112315,2008,
0_1557_1587,26061.0,0.7256980284531687,0.11028551171943941,2008,
0_1592_1622,26131.0,0.7346519677870184,0.10483455790724379,2008,
0_1568_1598,26083.0,0.7032128965514843,0.11352598723983494,2008,
0_1647_1678,27075.0,0.5786144656583174,0.11280524159710471,2008,
0_1625_1656,27031.0,0.584840703214535,0.13327632007890014,2008,
0_3407_3464,55119.0,0.7407171910643686,0.11849474694344284,2008,
0_3401_3458,55107.0,0.6959412349396351,0.12203058062598877,2008,
0_3350_3407,55007.0,0.6380349370151166,0.09975091149298192,2008,
0_3362_3419,55031.0,0.5940039370107781,0.1018007120756111,2008,
0_1610_1641,27001.0,0.6058319824835994,0.12636247193070646,2008,
0_3353_3410,55013.0,0.57629351645797,0.11819225668395272,2008,
0_3395_3452,55095.0,0.5750067913590822,0.14111201563220305,2008,
0_1682_1713,27145.0,0.5916096570135037,0.13491254453938828,2008,
0_1658_1689,27097.0,0.6365198680759175,0.12606609124747836,2008,
0_1620_1651,27021.0,0.6801837026970029,0.13880754951392904,2008,
0_1613_1644,27007.0,0.6460009132337718,0.11933175867658462,2008,
0_1640_1671,27061.0,0.6139105746572898,0.12646461991261393,2008,
0_1645_1676,27071.0,0.672440995964073,0.1064210368770352,2008,
0_1648_1679,27077.0,0.6348431279018865,0.10870503768743399,2008,
0_2296_2338,38019.0,0.4817543249530643,0.13632357908787474,2008,
0_2336_2378,38099.0,0.5018513565721259,0.1239904127852541,2008,
0_2304_2346,38035.0,0.6098120853590799,0.15799573775380354,2008,
0_1654_1685,27089.0,0.6326346361868724,0.14643967849052997,2008,
0_1677_1708,27135.0,0.5861734016083975,0.14373600161076647,2008,
0_1624_1655,27029.0,0.6388003740097328,0.1130800781305257,2008,
0_1666_1697,27113.0,0.6258110266575746,0.11549665313323748,2008,
0_1669_1700,27119.0,0.6342101569106326,0.13717738952183364,2008,
0_1612_1643,27005.0,0.6101588136134225,0.1424576898591743,2008,
0_1665_1696,27111.0,0.5510996568446606,0.12802325931207523,2008,
0_2683_2732,46051.0,0.5086207772278057,0.12279565923865242,2008,
0_2712_2761,46109.0,0.5287190082842457,0.13579646301166862,2008,
0_2676_2725,46037.0,0.592150163849142,0.15496661892743652,2008,
0_2325_2367,38077.0,0.5349781840410223,0.14980135247950677,2008,
0_2295_2337,38017.0,0.6520753226147447,0.165925893131553,2008,
0_2288_2330,38003.0,0.5860657743829438,0.134367389198886,2008,
0_2310_2352,38047.0,0.5069227186114047,0.10982176698234046,2008,
0_2297_2339,38021.0,0.5272818898398576,0.11254525477108988,2008,
0_2309_2351,38045.0,0.5138660589006785,0.11913501536693044,2008,
0_2664_2713,46013.0,0.5927376056084717,0.14114978587125593,2008,
0_2680_2729,46045.0,0.48952695422259507,0.0911778604481182,2008,
0_2702_2751,46089.0,0.4621788628523502,0.08883792837571518,2008,
0_2711_2760,46107.0,0.4954571135853149,0.1118505234457307,2008,
0_2316_2358,38059.0,0.4796765329785703,0.11998685944544304,2008,
0_2314_2356,38055.0,0.49345417418097404,0.1362196159842114,2008,
0_2294_2336,38015.0,0.530779351741495,0.12087491402447997,2008,
0_2308_2350,38043.0,0.5166448124051309,0.11498345159472431,2008,
0_2333_2375,38093.0,0.4855134729592642,0.12428527117192262,2008,
0_2289_2331,38005.0,0.5040598917961914,0.15823533437273868,2008,
0_2322_2364,38071.0,0.44043657188986834,0.14477573967833285,2008,
0_2291_2333,38009.0,0.43833008566001025,0.12186189027553704,2008,
0_2311_2353,38049.0,0.4829391825530728,0.13116244638926067,2008,
0_2337_2379,38101.0,0.4861324112000216,0.13998465526961326,2008,
0_2339_2381,38105.0,0.4332414820895402,0.13006254884776686,2008,
0_1903_1937,30019.0,0.4185685821384916,0.11634606486688605,2008,
0_1936_1970,30085.0,0.35166187293803436,0.12371041816212719,2008,
0_1939_1973,30091.0,0.40721036650002124,0.11149308104072868,2008,
0_1935_1969,30083.0,0.2923241644205858,0.09844537741762947,2008,
0_2303_2345,38033.0,0.3224753663791363,0.09196480660563366,2008,
0_2290_2332,38007.0,0.2938072880768304,0.09271240394876552,2008,
0_2313_2355,38053.0,0.35989904139134943,0.1319579314928456,2008,
0_2299_2341,38025.0,0.43201964259921427,0.11990689603005132,2008,
0_2315_2357,38057.0,0.4045178465838953,0.12258082094370129,2008,
0_2307_2349,38041.0,0.42292863586736534,0.10364353683511629,2008,
0_2331_2373,38089.0,0.3489127488660481,0.0983424950412431,2008,
0_2287_2329,38001.0,0.4337474446156852,0.09290353510917955,2008,
0_2329_2371,38085.0,0.509751812440479,0.09975328156913615,2008,
0_2678_2727,46041.0,0.5240161897882819,0.11681485919175931,2008,
0_2724_2773,46137.0,0.4696242960568497,0.10096394294228335,2008,
0_2704_2753,46093.0,0.47676216739210303,0.10505675090104989,2008,
0_2667_2716,46019.0,0.38003188558329487,0.10399308012478185,2008,
0_2689_2738,46063.0,0.4137355993449259,0.08834518974035456,2008,
0_2710_2759,46105.0,0.4416950423820357,0.08990084382972227,2008,
0_2330_2372,38087.0,0.2854045000259627,0.07953048223069391,2008,
0_2292_2334,38011.0,0.34998652672831104,0.08640534037347905,2008,
0_1906_1940,30025.0,0.32767801096750165,0.08840733571221619,2008,
0_1931_1965,30075.0,0.4352556943401573,0.107128437187129,2008,
0_1899_1933,30011.0,0.40347638658615836,0.10910781311362891,2008,
0_3424_3482,56011.0,0.4761097247117639,0.14777149471455203,2008,
0_3421_3479,56005.0,0.36257816158787004,0.09096935026123744,2008,
0_3428_3486,56019.0,0.35483124562341517,0.12387432052090855,2008,
0_3435_3493,56033.0,0.4559343448478079,0.1414985415526493,2008,
0_1904_1938,30021.0,0.3141406665994498,0.10454626631148456,2008,
0_1933_1967,30079.0,0.2905786128583373,0.08929091975929129,2008,
0_1921_1955,30055.0,0.3147428214465104,0.09855189325060207,2008,
0_1929_1963,30071.0,0.30680597891851663,0.10001193955925201,2008,
0_1928_1962,30069.0,0.3092289554903018,0.0876296246941414,2008,
0_1896_1930,30005.0,0.33047113800990774,0.11450038282036915,2008,
0_1907_1941,30027.0,0.391547772313491,0.1520481851878948,2008,
0_1901_1935,30015.0,0.33079311880275575,0.15271439251442698,2008,
0_1900_1934,30013.0,0.465419095060521,0.1654715494244315,2008,
0_1923_1957,30059.0,0.49528385011568415,0.1538129602254125,2008,
0_1912_1946,30037.0,0.29165995562194985,0.11120658357326685,2008,
0_1926_1960,30065.0,0.31157511569223706,0.08897262963033119,2008,
0_1949_1983,30111.0,0.3022239469981758,0.1048631175752958,2008,
0_1898_1932,30009.0,0.34241400626171065,0.17763537506869467,2008,
0_3440_3498,56043.0,0.2601163619093669,0.15625150825175593,2008,
0_3420_3478,56003.0,0.2367661245477295,0.1774105658265419,2008,
0_3427_3485,56017.0,0.2799914903406459,0.12046078502639194,2008,
0_1941_1975,30095.0,0.3448345844281459,0.12863872436888002,2008,
0_1942_1976,30097.0,0.40037913943187897,0.13447994362123353,2008,
0_1922_1956,30057.0,0.4458990071344422,0.17450399227190988,2008,
0_1950_1984,30113.0,0.48913329377084636,0.14641833032572518,2008,
0_3438_3496,56039.0,0.5020571768938881,0.13525134621488696,2008,
0_668_688,16043.0,0.5201873131459093,0.15546172012264098,2008,
0_656_676,16019.0,0.5087068314325098,0.17484544434764923,2008,
0_652_672,16011.0,0.41215915909105527,0.18895488924811,2008,
0_658_678,16023.0,0.23651885117982518,0.13089109419332187,2008,
0_663_683,16033.0,0.37383152986055146,0.17504885723831998,2008,
0_1897_1931,30007.0,0.4145914169661959,0.19419302930344723,2008,
0_1915_1949,30043.0,0.437914303329911,0.157784503828235,2008,
0_1905_1939,30023.0,0.46887956582928403,0.15201023615102274,2008,
0_1913_1947,30039.0,0.5410038069116568,0.14160797554772026,2008,
0_1925_1959,30063.0,0.6181452604909558,0.14309452801660325,2008,
0_1934_1968,30081.0,0.5369719800015206,0.15230429143919236,2008,
0_664_684,16035.0,0.7584253850135042,0.10569487876761642,2008,
0_1924_1958,30061.0,0.6920653188120978,0.12429138191877855,2008,
0_686_906,16079.0,0.7528045665440923,0.09931089117850986,2008,
0_674_694,16055.0,0.7106143211125279,0.15300209043732824,2008,
0_3285_3340,53065.0,0.6708923106647873,0.14890898350165807,2008,
0_3278_3333,53051.0,0.7530049268636044,0.10154787474690011,2008,
0_655_675,16017.0,0.7465512253960981,0.11551245534974357,2008,
0_1920_1954,30053.0,0.6862984678490859,0.11177128639687435,2008,
0_1938_1972,30089.0,0.6126515502867532,0.18531874043742297,2008,
0_1917_1951,30047.0,0.6148991731551958,0.18802272849749993,2008,
0_1911_1945,30035.0,0.43868219384469015,0.17949261272645733,2008,
0_1930_1964,30073.0,0.39406721327444433,0.1709152871952572,2008,
0_1943_1977,30099.0,0.4020902231308975,0.16837399155016117,2008,
0_1914_1948,30041.0,0.3481461399856213,0.15833225524008304,2008,
0_1919_1953,30051.0,0.3208474306828549,0.14253336567650446,2008,
0_1944_1978,30101.0,0.3031005121211846,0.13180530025727097,2008,
0_77_82,2110.0,0.4671066267370057,0.2569182586342397,2008,
0_76_80,2100.0,0.45960103474318675,0.2925962392319275,2008,
0_87_93,2220.0,0.43468531060374294,0.3408188921152586,2008,
0_3289_3344,53073.0,0.7229969167061994,0.17194910570044825,2008,
0_3281_3336,53057.0,0.7481081351609593,0.16737514379636903,2008,
0_3257_3312,53009.0,0.7850245580600149,0.1279479855550235,2008,
0_3279_3334,53053.0,0.7210238166905685,0.19313943191551733,2008,
0_3268_3323,53031.0,0.7604472836446845,0.14039144107106646,2008,
0_3266_3321,53027.0,0.7670995581871421,0.1230473473393731,2008,
0_3273_3328,53041.0,0.7896044882127593,0.13667860996756553,2008,
0_3282_3337,53059.0,0.7563982213527484,0.15719364972515848,2008,
0_3291_3346,53077.0,0.426968242659905,0.21118808234810396,2008,
0_3263_3318,53021.0,0.34566947362502887,0.21432863537339794,2008,
0_3265_3320,53025.0,0.3260757655796996,0.20126313841376464,2008,
0_3271_3326,53037.0,0.4592471507714431,0.21778820620131764,2008,
0_3269_3324,53033.0,0.7313705045584526,0.18494014317510657,2008,
0_3283_3338,53061.0,0.7448187059185873,0.1627768539394963,2008,
0_3256_3311,53007.0,0.5380236151930688,0.18830200051652504,2008,
0_3261_3316,53017.0,0.24488167172172842,0.10541626001556097,2008,
0_3276_3331,53047.0,0.48123456119122493,0.17201966236855135,2008,
0_3262_3317,53019.0,0.648880624439952,0.1453854566334334,2008,
0_3284_3339,53063.0,0.5170154005306438,0.17143970800967426,2008,
0_3274_3329,53043.0,0.3091663112291384,0.14210007462935303,2008,
0_3253_3308,53001.0,0.24921276396201786,0.1464983837411272,2008,
0_3290_3345,53075.0,0.4366038528494899,0.18717642228133696,2008,
0_3288_3343,53071.0,0.35569072036862115,0.19676029437866668,2008,
0_3255_3310,53005.0,0.2706842167626299,0.17213869915311794,2008,
0_2534_2579,41059.0,0.4218572802385786,0.20158583798442856,2008,
0_2535_2580,41061.0,0.5584085878362021,0.14393039456472942,2008,
0_2536_2581,41063.0,0.5305815938076446,0.16154010820243622,2008,
0_2505_2550,41001.0,0.42365397387986475,0.1745904722993656,2008,
0_690_910,16087.0,0.36571318714905793,0.16789947217594456,2008,
0_648_668,16003.0,0.5705036484997574,0.17179753678589632,2008,
0_653_673,16013.0,0.3427686077186988,0.15079165443383138,2008,
0_680_700,16067.0,0.35050573981661204,0.18776341422181442,2008,
0_678_698,16063.0,0.2631876837295028,0.11939583696392791,2008,
0_688_908,16083.0,0.31567011074452045,0.1722839298654577,2008,
0_647_667,16001.0,0.24574232792712236,0.1442781330377628,2008,
0_659_679,16025.0,0.41723284441492703,0.14587633434488448,2008,
0_654_674,16015.0,0.5503296723257001,0.16190491773641438,2008,
0_660_680,16027.0,0.4413713310434617,0.182319300661418,2008,
0_2513_2558,41017.0,0.34246885094143614,0.16673792581170938,2008,
0_2511_2556,41013.0,0.3134758297945643,0.1490209667783228,2008,
0_2516_2561,41023.0,0.4554129136781015,0.15160128135219325,2008,
0_2539_2584,41069.0,0.35460849563906865,0.15167347933735675,2008,
0_2529_2574,41049.0,0.3294472370047173,0.18272523284435868,2008,
0_3272_3327,53039.0,0.455008229107143,0.22080382480200755,2008,
0_2515_2560,41021.0,0.21662316691986558,0.08811366939834023,2008,
0_2532_2577,41055.0,0.22932993893405304,0.10181036280026591,2008,
0_2537_2582,41065.0,0.38657198405081766,0.21370503202549657,2008,
0_2520_2565,41031.0,0.3513453890087724,0.17172108252666204,2008,
0_2507_2552,41005.0,0.7428579772775885,0.14984008233134827,2008,
0_2528_2573,41047.0,0.6595466546233425,0.18333594173076817,2008,
0_2526_2571,41043.0,0.6944183025429486,0.1746695977619691,2008,
0_2510_2555,41011.0,0.7520214801573182,0.14458195726246342,2008,
0_308_318,6049.0,0.333496258459914,0.1626595856607211,2008,
0_2519_2564,41029.0,0.649222681143155,0.14295243701619045,2008,
0_2521_2566,41033.0,0.7041590351514679,0.15546679938633648,2008,
0_291_301,6015.0,0.7177049608893202,0.1318120705999619,2008,
0_2512_2557,41015.0,0.7248922092621506,0.15036387589298864,2008,
0_2525_2570,41041.0,0.817096833697366,0.12889706280809685,2008,
0_2533_2578,41057.0,0.8161491744302617,0.12060391953190175,2008,
0_71_74,2020.0,0.3045848125936444,0.2095140958140372,2008,
0_643_661,15001.0,0.44146265962513087,0.2537543213004539,2008,
0_646_665,15009.0,0.5002869759734855,0.22227311590355914,2008,
0_335_345,6103.0,0.40522783729044265,0.1692251322703088,2008,
0_294_304,6021.0,0.4259535421828336,0.1771940461561001,2008,
0_300_310,6033.0,0.5257894709460631,0.15265040026984938,2008,
0_332_342,6097.0,0.5283904090022213,0.1865912335136186,2008,
0_289_299,6011.0,0.44304492554512165,0.15573879837423307,2008,
0_331_341,6095.0,0.36517674001483325,0.16019928258722327,2008,
0_340_350,6113.0,0.39895930668314183,0.15305708852532116,2008,
0_290_300,6013.0,0.3576877249180125,0.15962259303437434,2008,
0_326_336,6085.0,0.41492490144446753,0.17772984527540142,2008,
0_333_343,6099.0,0.3567780469397651,0.15996190560608722,2008,
0_307_317,6047.0,0.33875191976397184,0.15450405198651573,2008,
0_318_328,6069.0,0.32450533144739874,0.12314846448997784,2008,
0_303_313,6039.0,0.40092225741472814,0.17564062297818517,2008,
0_305_315,6043.0,0.4496574371550468,0.18418632083815084,2008,
0_338_348,6109.0,0.4680029236393307,0.19952776216839369,2008,
0_2046_2082,32005.0,0.2818037084845532,0.15064931607740162,2008,
0_2053_2089,32019.0,0.16177150247779723,0.1300679613363296,2008,
0_286_296,6005.0,0.4625039835475575,0.1880367875871582,2008,
0_288_298,6009.0,0.4930323180666292,0.18727055387155112,2008,
0_292_302,6017.0,0.5640572435324442,0.1739508045129032,2008,
0_312_322,6057.0,0.5632128730711732,0.16706798015037844,2008,
0_314_324,6061.0,0.5453089128579498,0.18794281668836277,2008,
0_329_339,6091.0,0.5583699011407158,0.17398896412602735,2008,
0_287_297,6007.0,0.5193332820587734,0.20125542921747822,2008,
0_315_325,6063.0,0.537509354595421,0.1622037119003016,2008,
0_2056_2092,32027.0,0.10333075386231166,0.1397848822405727,2008,
0_2044_2080,32001.0,0.10550295320996632,0.11916258096550206,2008,
0_662_682,16031.0,0.34484353491986913,0.1785806281295046,2008,
0_3075_3127,49003.0,0.1540365147511367,0.15864666416027912,2008,
0_3096_3148,49045.0,0.10429982280269279,0.12837231740156216,2008,
0_3087_3139,49027.0,0.1405752054035781,0.12172813318563784,2008,
0_3074_3126,49001.0,0.2126614732832159,0.12336976642187282,2008,
0_3084_3136,49021.0,0.24218612588411234,0.1292931998679948,2008,
0_2054_2090,32021.0,0.11814581856836519,0.09224518820965658,2008,
0_2048_2084,32009.0,0.07477120674473632,0.09953275610342045,2008,
0_3100_3152,49053.0,0.24961488536516516,0.11730831181422528,2008,
0_100_208,4012.0,0.10779042477572583,0.08932879871280479,2008,
0_296_306,6025.0,0.1292127446542126,0.16143249792188138,2008,
0_320_330,6073.0,0.2790570151558166,0.16140685242854913,2008,
0_339_349,6111.0,0.3601358681698114,0.1459001783446696,2008,
0_337_347,6107.0,0.38965896162970826,0.18492807190351657,2008,
0_299_309,6031.0,0.30018633652913224,0.17665461633371685,2008,
0_323_333,6079.0,0.3301917824046071,0.16424424486389655,2008,
0_325_335,6083.0,0.3857279759372767,0.15454818215633856,2008,
0_1437_1463,22057.0,0.6057428817810683,0.19036410057945652,2008,
0_1463_1489,22109.0,0.5726509222633458,0.18465651605753372,2008,
0_1459_1485,22101.0,0.663661328456622,0.17326954900405203,2008,
0_1458_1484,22099.0,0.7061164713159945,0.15229211804693019,2008,
0_1457_1483,22097.0,0.6686716457884041,0.1572938726481493,2008,
0_1778_1810,28163.0,0.7132868131142487,0.16699176695277676,2008,
0_229_238,5041.0,0.6046019520968282,0.1910762436902008,2008,
0_1441_1467,22065.0,0.6501869580495516,0.14233661859220628,2008,
0_1415_1441,22013.0,0.7692361130010659,0.11172474731664776,2008,
0_278_287,5139.0,0.7663330020588739,0.10528283479375941,2008,
0_2838_2889,48037.0,0.6990190519658941,0.14705561584227322,2008,
0_1416_1442,22015.0,0.7169002254368952,0.1403389285807068,2008,
0_1417_1443,22017.0,0.6648983660036627,0.1587162473905707,2008,
0_2919_2970,48199.0,0.7328867289480083,0.11004064866127383,2008,
0_1443_1469,22069.0,0.739512436141708,0.1257788751694814,2008,
0_1448_1474,22079.0,0.7164508878793644,0.14591657126056762,2008,
0_1418_1444,22019.0,0.6584290116049357,0.15014745388108033,2008,
0_1420_1446,22023.0,0.548383857315892,0.21598910650944358,2008,
0_2903_2954,48167.0,0.5029466850397583,0.17206419391586916,2008,
0_2833_2884,48027.0,0.481107981536707,0.16003687748601977,2008,
0_2920_2971,48201.0,0.5035637458110741,0.19708543322307226,2008,
0_2932_2983,48225.0,0.7022017522855092,0.12998417702047219,2008,
0_2926_2977,48213.0,0.696586122837025,0.13326816538804134,2008,
0_2472_2516,40089.0,0.7592705394800372,0.11692008238299573,2008,
0_2994_3045,48349.0,0.583096374900073,0.1438923346417466,2008,
0_2928_2979,48217.0,0.5064891619373479,0.15566211904082572,2008,
0_2869_2920,48099.0,0.48128796543247915,0.13511937341782948,2008,
0_3046_3097,48453.0,0.47735198346104235,0.15920084653935157,2008,
0_2829_2880,48019.0,0.48052682009289993,0.12078072702743105,2008,
0_2888_2939,48137.0,0.3536445098874689,0.08483740046424454,2008,
0_3059_3110,48479.0,0.3701099824027878,0.10006333099156549,2008,
0_2885_2936,48131.0,0.38089721288823736,0.10986440668623512,2008,
0_2944_2995,48249.0,0.4202012616830779,0.12188908885137874,2008,
0_2997_3048,48355.0,0.44431208648323145,0.15617577305333705,2008,
0_95_203,4003.0,0.16754829635156926,0.10093329040371153,2008,
0_2101_2140,35017.0,0.22287964900516033,0.1224721913254167,2008,
0_2104_2143,35023.0,0.12856585383332497,0.0886800051049323,2008,
0_2108_2147,35029.0,0.11376607258718668,0.05371538757686283,2008,
0_2099_2138,35013.0,0.12630700729667152,0.09579344587048683,2008,
0_2111_2150,35035.0,0.16759296421732758,0.15198905432014773,2008,
0_2100_2139,35015.0,0.1641603159520236,0.08214629565335736,2008,
0_2874_2925,48109.0,0.13752009360520215,0.050047697268783095,2008,
0_2934_2985,48229.0,0.11445810167661892,0.07443775064064483,2008,
