"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Colorado"	"08"	"2014"	"2014"	35237	5355866	657.9	3.5	664.4	3.6
	"Colorado"	"08"	"2015"	"2015"	36349	5456574	666.2	3.5	665.0	3.5
	"Colorado"	"08"	"2016"	"2016"	37530	5540545	677.4	3.5	669.5	3.5
	"Connecticut"	"09"	"2012"	"2012"	29316	3590347	816.5	4.8	648.2	3.9
	"Connecticut"	"09"	"2013"	"2013"	29632	3596080	824.0	4.8	646.3	3.9
	"Connecticut"	"09"	"2014"	"2014"	29860	3596677	830.2	4.8	646.5	3.8
	"Connecticut"	"09"	"2015"	"2015"	30535	3590886	850.3	4.9	656.1	3.9
	"Connecticut"	"09"	"2016"	"2016"	30543	3576452	854.0	4.9	654.0	3.9
	"Delaware"	"10"	"2012"	"2012"	7875	917092	858.7	9.7	745.4	8.5
	"Delaware"	"10"	"2013"	"2013"	7967	925749	860.6	9.6	726.8	8.3
	"Delaware"	"10"	"2014"	"2014"	8260	935614	882.8	9.7	734.0	8.2
	"Delaware"	"10"	"2015"	"2015"	8582	945934	907.3	9.8	741.5	8.2
	"Delaware"	"10"	"2016"	"2016"	8874	952065	932.1	9.9	746.2	8.1
	"District of Columbia"	"11"	"2012"	"2012"	4650	632323	735.4	10.8	757.2	11.3
	"District of Columbia"	"11"	"2013"	"2013"	4719	646449	730.0	10.6	752.0	11.2
	"District of Columbia"	"11"	"2014"	"2014"	4723	658893	716.8	10.4	743.8	11.0
	"District of Columbia"	"11"	"2015"	"2015"	4871	672228	724.6	10.4	748.6	11.0
	"District of Columbia"	"11"	"2016"	"2016"	5037	681170	739.5	10.4	766.0	11.0
	"Florida"	"12"	"2012"	"2012"	177291	19317568	917.8	2.2	669.9	1.6
	"Florida"	"12"	"2013"	"2013"	181112	19552860	926.3	2.2	663.4	1.6
	"Florida"	"12"	"2014"	"2014"	185956	19893297	934.8	2.2	662.0	1.6
	"Florida"	"12"	"2015"	"2015"	191737	20271272	945.9	2.2	662.9	1.6
	"Florida"	"12"	"2016"	"2016"	197313	20612439	957.3	2.2	666.6	1.5
	"Georgia"	"13"	"2012"	"2012"	72847	9919945	734.3	2.7	808.6	3.0
	"Georgia"	"13"	"2013"	"2013"	75088	9992167	751.5	2.7	806.2	3.0
	"Georgia"	"13"	"2014"	"2014"	76887	10097343	761.5	2.7	801.9	2.9
	"Georgia"	"13"	"2015"	"2015"	79942	10214860	782.6	2.8	808.1	2.9
	"Georgia"	"13"	"2016"	"2016"	81428	10310371	789.8	2.8	800.4	2.9
	"Hawaii"	"15"	"2012"	"2012"	10274	1392313	737.9	7.3	586.5	5.9
	"Hawaii"	"15"	"2013"	"2013"	10505	1404054	748.2	7.3	590.8	5.9
	"Hawaii"	"15"	"2014"	"2014"	10767	1419561	758.5	7.3	588.7	5.8
	"Hawaii"	"15"	"2015"	"2015"	11053	1431603	772.1	7.3	588.2	5.8
	"Hawaii"	"15"	"2016"	"2016"	10913	1428557	763.9	7.3	572.0	5.7
	"Idaho"	"16"	"2012"	"2012"	11998	1595728	751.9	6.9	726.6	6.7
	"Idaho"	"16"	"2013"	"2013"	12434	1612136	771.3	6.9	730.6	6.6
	"Idaho"	"16"	"2014"	"2014"	12613	1634464	771.7	6.9	723.8	6.5
	"Idaho"	"16"	"2015"	"2015"	13026	1654930	787.1	6.9	727.8	6.5
	"Idaho"	"16"	"2016"	"2016"	13366	1683140	794.1	6.9	725.0	6.4
	"Illinois"	"17"	"2012"	"2012"	102433	12875255	795.6	2.5	728.7	2.3
	"Illinois"	"17"	"2013"	"2013"	103401	12882135	802.7	2.5	724.0	2.3
	"Illinois"	"17"	"2014"	"2014"	105293	12880580	817.5	2.5	726.0	2.3
	"Illinois"	"17"	"2015"	"2015"	106872	12859995	831.0	2.5	728.3	2.3
	"Illinois"	"17"	"2016"	"2016"	107020	12801539	836.0	2.6	724.3	2.3
	"Indiana"	"18"	"2012"	"2012"	59332	6537334	907.6	3.7	827.5	3.4
	"Indiana"	"18"	"2013"	"2013"	60716	6570902	924.0	3.7	832.2	3.4
	"Indiana"	"18"	"2014"	"2014"	60940	6596855	923.8	3.7	822.3	3.4
	"Indiana"	"18"	"2015"	"2015"	62713	6619680	947.4	3.8	833.9	3.4
	"Indiana"	"18"	"2016"	"2016"	63473	6633053	956.9	3.8	835.0	3.4
	"Iowa"	"19"	"2012"	"2012"	28389	3074186	923.5	5.5	718.3	4.4
	"Iowa"	"19"	"2013"	"2013"	28948	3090416	936.7	5.5	723.7	4.4
	"Iowa"	"19"	"2014"	"2014"	29190	3107126	939.5	5.5	722.9	4.3
	"Iowa"	"19"	"2015"	"2015"	29600	3123899	947.5	5.5	724.6	4.3
	"Iowa"	"19"	"2016"	"2016"	29538	3134693	942.3	5.5	721.1	4.3
	"Kansas"	"20"	"2012"	"2012"	25145	2885905	871.3	5.5	761.0	4.9
	"Kansas"	"20"	"2013"	"2013"	25414	2893957	878.2	5.5	757.7	4.8
	"Kansas"	"20"	"2014"	"2014"	25793	2904021	888.2	5.5	759.3	4.8
	"Kansas"	"20"	"2015"	"2015"	26664	2911641	915.8	5.6	774.1	4.8
	"Kansas"	"20"	"2016"	"2016"	26245	2907289	902.7	5.6	756.8	4.8
	"Kentucky"	"21"	"2012"	"2012"	43664	4380415	996.8	4.8	916.3	4.4
	"Kentucky"	"21"	"2013"	"2013"	43759	4395295	995.6	4.8	899.9	4.4
	"Kentucky"	"21"	"2014"	"2014"	44838	4413457	1015.9	4.8	906.3	4.3
	"Kentucky"	"21"	"2015"	"2015"	46564	4425092	1052.3	4.9	924.7	4.4
	"Kentucky"	"21"	"2016"	"2016"	47827	4436974	1077.9	4.9	938.4	4.4
	"Louisiana"	"22"	"2012"	"2012"	42320	4601893	919.6	4.5	898.6	4.4
	"Louisiana"	"22"	"2013"	"2013"	43270	4625470	935.5	4.5	897.7	4.4
	"Louisiana"	"22"	"2014"	"2014"	43869	4649676	943.5	4.5	894.2	4.3
	"Louisiana"	"22"	"2015"	"2015"	43716	4670724	936.0	4.5	874.2	4.2
	"Louisiana"	"22"	"2016"	"2016"	44306	4681666	946.4	4.5	870.5	4.2
	"Maine"	"23"	"2012"	"2012"	12870	1329192	968.3	8.5	730.4	6.6
	"Maine"	"23"	"2013"	"2013"	13547	1328302	1019.9	8.8	754.2	6.6
	"Maine"	"23"	"2014"	"2014"	13510	1330089	1015.7	8.7	739.0	6.5
	"Maine"	"23"	"2015"	"2015"	14479	1329328	1089.2	9.1	783.5	6.7
	"Maine"	"23"	"2016"	"2016"	14182	1331479	1065.1	8.9	759.0	6.6
	"Maryland"	"24"	"2012"	"2012"	44477	5884563	755.8	3.6	709.1	3.4
	"Maryland"	"24"	"2013"	"2013"	45689	5928814	770.6	3.6	710.4	3.4
	"Maryland"	"24"	"2014"	"2014"	45867	5976407	767.5	3.6	699.5	3.3
	"Maryland"	"24"	"2015"	"2015"	47247	6006401	786.6	3.6	705.7	3.3
	"Maryland"	"24"	"2016"	"2016"	48824	6016447	811.5	3.7	717.6	3.3
	"Massachusetts"	"25"	"2012"	"2012"	53177	6646144	800.1	3.5	657.9	2.9
	"Massachusetts"	"25"	"2013"	"2013"	54567	6692824	815.3	3.5	663.5	2.9
	"Massachusetts"	"25"	"2014"	"2014"	55200	6745408	818.3	3.5	663.0	2.9
	"Massachusetts"	"25"	"2015"	"2015"	57806	6794422	850.8	3.5	684.8	2.9
	"Massachusetts"	"25"	"2016"	"2016"	56961	6811779	836.2	3.5	669.0	2.9
	"Michigan"	"26"	"2012"	"2012"	89901	9883360	909.6	3.0	774.2	2.6
	"Michigan"	"26"	"2013"	"2013"	92408	9895622	933.8	3.1	782.3	2.6
	"Michigan"	"26"	"2014"	"2014"	93914	9909877	947.7	3.1	783.7	2.6
	"Michigan"	"26"	"2015"	"2015"	95140	9922576	958.8	3.1	784.4	2.6
	"Michigan"	"26"	"2016"	"2016"	96231	9928300	969.3	3.1	785.4	2.6
	"Minnesota"	"27"	"2012"	"2012"	40016	5379139	743.9	3.7	649.5	3.3
	"Minnesota"	"27"	"2013"	"2013"	40987	5420380	756.2	3.7	651.0	3.3
	"Minnesota"	"27"	"2014"	"2014"	41445	5457173	759.5	3.7	647.0	3.2
	"Minnesota"	"27"	"2015"	"2015"	42800	5489594	779.7	3.8	653.8	3.2
	"Minnesota"	"27"	"2016"	"2016"	43078	5519952	780.4	3.8	648.1	3.2
	"Mississippi"	"28"	"2012"	"2012"	29544	2984926	989.8	5.8	942.9	5.5
	"Mississippi"	"28"	"2013"	"2013"	30703	2991207	1026.4	5.9	959.6	5.5
	"Mississippi"	"28"	"2014"	"2014"	30557	2994079	1020.6	5.8	937.6	5.4
	"Mississippi"	"28"	"2015"	"2015"	31783	2992333	1062.1	6.0	963.7	5.5
	"Mississippi"	"28"	"2016"	"2016"	31741	2988726	1062.0	6.0	948.9	5.4
	"Missouri"	"29"	"2012"	"2012"	56094	6021988	931.5	3.9	803.0	3.4
	"Missouri"	"29"	"2013"	"2013"	57444	6044171	950.4	4.0	807.7	3.4
	"Missouri"	"29"	"2014"	"2014"	58320	6063589	961.8	4.0	807.0	3.4
	"Missouri"	"29"	"2015"	"2015"	59871	6083672	984.1	4.0	816.9	3.4
	"Missouri"	"29"	"2016"	"2016"	59873	6093000	982.7	4.0	808.2	3.4
	"Montana"	"30"	"2012"	"2012"	8976	1005141	893.0	9.4	732.4	7.9
	"Montana"	"30"	"2013"	"2013"	9511	1015165	936.9	9.6	761.3	8.0
	"Montana"	"30"	"2014"	"2014"	9381	1023579	916.5	9.5	732.1	7.7
	"Montana"	"30"	"2015"	"2015"	9942	1032949	962.5	9.7	762.7	7.9
	"Montana"	"30"	"2016"	"2016"	9905	1042520	950.1	9.5	743.2	7.7
	"Nebraska"	"31"	"2012"	"2012"	15659	1855525	843.9	6.7	719.0	5.8
	"Nebraska"	"31"	"2013"	"2013"	15754	1868516	843.1	6.7	714.7	5.8
	"Nebraska"	"31"	"2014"	"2014"	15978	1881503	849.2	6.7	718.2	5.8
	"Nebraska"	"31"	"2015"	"2015"	16740	1896190	882.8	6.8	739.2	5.8
	"Nebraska"	"31"	"2016"	"2016"	16217	1907116	850.3	6.7	707.0	5.7
	"Nevada"	"32"	"2012"	"2012"	20785	2758931	753.4	5.2	774.6	5.5
	"Nevada"	"32"	"2013"	"2013"	21468	2790136	769.4	5.3	769.8	5.4
	"Nevada"	"32"	"2014"	"2014"	21793	2839099	767.6	5.2	749.2	5.2
	"Nevada"	"32"	"2015"	"2015"	22879	2890845	791.4	5.2	757.2	5.1
	"Nevada"	"32"	"2016"	"2016"	23902	2940058	813.0	5.3	762.6	5.0
	"New Hampshire"	"33"	"2012"	"2012"	10730	1320718	812.4	7.8	687.5	6.8
	"New Hampshire"	"33"	"2013"	"2013"	10897	1323459	823.4	7.9	679.1	6.6
	"New Hampshire"	"33"	"2014"	"2014"	11516	1326813	867.9	8.1	706.2	6.7
	"New Hampshire"	"33"	"2015"	"2015"	11984	1330608	900.6	8.2	720.6	6.8
	"New Hampshire"	"33"	"2016"	"2016"	12203	1334795	914.2	8.3	721.5	6.7
	"New Jersey"	"34"	"2012"	"2012"	70534	8864590	795.7	3.0	677.6	2.6
	"New Jersey"	"34"	"2013"	"2013"	71403	8899339	802.3	3.0	676.4	2.6
	"New Jersey"	"34"	"2014"	"2014"	71316	8938175	797.9	3.0	665.7	2.5
	"New Jersey"	"34"	"2015"	"2015"	72271	8958013	806.8	3.0	666.0	2.5
	"New Jersey"	"34"	"2016"	"2016"	73155	8944469	817.9	3.0	668.5	2.5
	"New Mexico"	"35"	"2012"	"2012"	16710	2085538	801.2	6.2	744.6	5.8
	"New Mexico"	"35"	"2013"	"2013"	16805	2085287	805.9	6.2	731.8	5.7
	"New Mexico"	"35"	"2014"	"2014"	17579	2085572	842.9	6.4	749.6	5.7
	"New Mexico"	"35"	"2015"	"2015"	17685	2085109	848.2	6.4	741.5	5.7
	"New Mexico"	"35"	"2016"	"2016"	18365	2081015	882.5	6.5	753.4	5.7
	"New York"	"36"	"2012"	"2012"	148991	19570261	761.3	2.0	652.1	1.7
	"New York"	"36"	"2013"	"2013"	150919	19651127	768.0	2.0	649.3	1.7
	"New York"	"36"	"2014"	"2014"	149944	19746227	759.4	2.0	636.5	1.7
	"New York"	"36"	"2015"	"2015"	153628	19795791	776.1	2.0	644.0	1.7
	"New York"	"36"	"2016"	"2016"	154358	19745289	781.7	2.0	640.7	1.7
	"North Carolina"	"37"	"2012"	"2012"	81925	9752073	840.1	2.9	786.4	2.8
	"North Carolina"	"37"	"2013"	"2013"	83329	9848060	846.1	2.9	777.6	2.7
	"North Carolina"	"37"	"2014"	"2014"	85367	9943964	858.5	2.9	775.9	2.7
	"North Carolina"	"37"	"2015"	"2015"	89133	10042802	887.5	3.0	789.9	2.7
	"North Carolina"	"37"	"2016"	"2016"	90465	10146788	891.6	3.0	782.4	2.6
	"North Dakota"	"38"	"2012"	"2012"	6038	699628	863.0	11.1	701.2	9.3
	"North Dakota"	"38"	"2013"	"2013"	6233	723393	861.6	10.9	709.7	9.2
	"North Dakota"	"38"	"2014"	"2014"	6184	739482	836.3	10.6	692.7	9.1
	"North Dakota"	"38"	"2015"	"2015"	6223	756927	822.1	10.4	696.8	9.1
	"North Dakota"	"38"	"2016"	"2016"	6242	757952	823.5	10.4	688.4	9.0
	"Ohio"	"39"	"2012"	"2012"	112498	11544225	974.5	2.9	817.9	2.5
	"Ohio"	"39"	"2013"	"2013"	113258	11570808	978.8	2.9	811.2	2.4
	"Ohio"	"39"	"2014"	"2014"	114509	11594163	987.6	2.9	810.0	2.4
	"Ohio"	"39"	"2015"	"2015"	118188	11613423	1017.7	3.0	828.4	2.5
	"Ohio"	"39"	"2016"	"2016"	119572	11614373	1029.5	3.0	832.3	2.5
	"Oklahoma"	"40"	"2012"	"2012"	36870	3814820	966.5	5.0	891.5	4.7
	"Oklahoma"	"40"	"2013"	"2013"	38384	3850568	996.8	5.1	910.7	4.7
	"Oklahoma"	"40"	"2014"	"2014"	38464	3878051	991.8	5.1	897.5	4.6
	"Oklahoma"	"40"	"2015"	"2015"	39422	3911338	1007.9	5.1	904.3	4.6
	"Oklahoma"	"40"	"2016"	"2016"	39276	3923561	1001.0	5.1	888.4	4.5
	"Oregon"	"41"	"2012"	"2012"	32759	3899353	840.1	4.6	706.6	4.0
	"Oregon"	"41"	"2013"	"2013"	33939	3930065	863.6	4.7	717.5	4.0
	"Oregon"	"41"	"2014"	"2014"	34151	3970239	860.2	4.7	706.7	3.9
	"Oregon"	"41"	"2015"	"2015"	35705	4028977	886.2	4.7	722.3	3.9
	"Oregon"	"41"	"2016"	"2016"	35778	4093465	874.0	4.6	705.9	3.8
	"Pennsylvania"	"42"	"2012"	"2012"	126981	12763536	994.9	2.8	759.2	2.2
	"Pennsylvania"	"42"	"2013"	"2013"	129123	12773801	1010.8	2.8	761.3	2.2
	"Pennsylvania"	"42"	"2014"	"2014"	128434	12787209	1004.4	2.8	750.2	2.1
	"Pennsylvania"	"42"	"2015"	"2015"	132598	12802503	1035.7	2.8	768.3	2.2
	"Pennsylvania"	"42"	"2016"	"2016"	133040	12784227	1040.7	2.9	770.1	2.2
	"Rhode Island"	"44"	"2012"	"2012"	9354	1050292	890.6	9.2	686.5	7.3
	"Rhode Island"	"44"	"2013"	"2013"	9792	1051511	931.2	9.4	709.6	7.4
	"Rhode Island"	"44"	"2014"	"2014"	9770	1055173	925.9	9.4	700.9	7.3
	"Rhode Island"	"44"	"2015"	"2015"	10163	1056298	962.1	9.5	721.9	7.4
	"Rhode Island"	"44"	"2016"	"2016"	9735	1056426	921.5	9.3	690.1	7.2
	"South Carolina"	"45"	"2012"	"2012"	43198	4723723	914.5	4.4	835.2	4.1
	"South Carolina"	"45"	"2013"	"2013"	44582	4774839	933.7	4.4	837.8	4.0
	"South Carolina"	"45"	"2014"	"2014"	45454	4832482	940.6	4.4	829.1	4.0
	"South Carolina"	"45"	"2015"	"2015"	47198	4896146	964.0	4.4	840.0	3.9
	"South Carolina"	"45"	"2016"	"2016"	48130	4961119	970.1	4.4	829.8	3.9
	"South Dakota"	"46"	"2012"	"2012"	7333	833354	879.9	10.3	712.3	8.5
	"South Dakota"	"46"	"2013"	"2013"	7099	844877	840.2	10.0	679.3	8.3
	"South Dakota"	"46"	"2014"	"2014"	7507	853175	879.9	10.2	710.4	8.4
	"South Dakota"	"46"	"2015"	"2015"	7731	858469	900.6	10.2	715.4	8.4
	"South Dakota"	"46"	"2016"	"2016"	7845	865454	906.5	10.2	719.5	8.4
	"Tennessee"	"47"	"2012"	"2012"	61956	6456243	959.6	3.9	880.6	3.6
	"Tennessee"	"47"	"2013"	"2013"	63406	6495978	976.1	3.9	881.1	3.5
	"Tennessee"	"47"	"2014"	"2014"	64661	6549352	987.3	3.9	880.0	3.5
	"Tennessee"	"47"	"2015"	"2015"	66570	6600299	1008.6	3.9	886.4	3.5
	"Tennessee"	"47"	"2016"	"2016"	67857	6651194	1020.2	3.9	886.3	3.5
	"Texas"	"48"	"2012"	"2012"	174187	26059203	668.4	1.6	753.3	1.8
	"Texas"	"48"	"2013"	"2013"	179183	26448193	677.5	1.6	751.6	1.8
	"Texas"	"48"	"2014"	"2014"	183912	26956958	682.2	1.6	745.3	1.8
	"Texas"	"48"	"2015"	"2015"	189654	27469114	690.4	1.6	745.0	1.7
	"Texas"	"48"	"2016"	"2016"	191966	27862596	689.0	1.6	730.6	1.7
	"Utah"	"49"	"2012"	"2012"	15676	2855287	549.0	4.4	700.0	5.7
	"Utah"	"49"	"2013"	"2013"	16366	2900872	564.2	4.4	710.4	5.6
	"Utah"	"49"	"2014"	"2014"	16719	2942902	568.1	4.4	709.6	5.6
	"Utah"	"49"	"2015"	"2015"	17334	2995919	578.6	4.4	712.1	5.5
	"Utah"	"49"	"2016"	"2016"	17913	3051217	587.1	4.4	714.7	5.4
	"Vermont"	"50"	"2012"	"2012"	5491	626011	877.1	11.8	700.1	9.6
	"Vermont"	"50"	"2013"	"2013"	5639	626630	899.9	12.0	710.6	9.7
	"Vermont"	"50"	"2014"	"2014"	5623	626562	897.4	12.0	694.8	9.5
	"Vermont"	"50"	"2015"	"2015"	5919	626042	945.5	12.3	714.7	9.6
	"Vermont"	"50"	"2016"	"2016"	5909	624594	946.1	12.3	712.8	9.5
	"Virginia"	"51"	"2012"	"2012"	61564	8185867	752.1	3.0	730.2	3.0
	"Virginia"	"51"	"2013"	"2013"	62716	8260405	759.2	3.0	724.8	2.9
	"Virginia"	"51"	"2014"	"2014"	63598	8326289	763.8	3.0	717.5	2.9
	"Virginia"	"51"	"2015"	"2015"	65577	8382993	782.3	3.1	721.6	2.9
	"Virginia"	"51"	"2016"	"2016"	66473	8411808	790.2	3.1	715.5	2.8
	"Washington"	"53"	"2012"	"2012"	50105	6897012	726.5	3.2	681.5	3.1
	"Washington"	"53"	"2013"	"2013"	51264	6971406	735.3	3.2	679.3	3.0
	"Washington"	"53"	"2014"	"2014"	52099	7061530	737.8	3.2	672.9	3.0
	"Washington"	"53"	"2015"	"2015"	54595	7170351	761.4	3.3	687.4	3.0
	"Washington"	"53"	"2016"	"2016"	54769	7288000	751.5	3.2	672.0	2.9
	"West Virginia"	"54"	"2012"	"2012"	21915	1855413	1181.1	8.0	939.3	6.5
	"West Virginia"	"54"	"2013"	"2013"	21843	1854304	1178.0	8.0	923.8	6.4
	"West Virginia"	"54"	"2014"	"2014"	22186	1850326	1199.0	8.0	929.1	6.4
	"West Virginia"	"54"	"2015"	"2015"	22752	1844128	1233.8	8.2	943.4	6.4
	"West Virginia"	"54"	"2016"	"2016"	22732	1831102	1241.4	8.2	943.3	6.4
	"Wisconsin"	"55"	"2012"	"2012"	48384	5726398	844.9	3.8	707.8	3.3
	"Wisconsin"	"55"	"2013"	"2013"	50026	5742713	871.1	3.9	720.1	3.3
	"Wisconsin"	"55"	"2014"	"2014"	50291	5757564	873.5	3.9	712.1	3.2
	"Wisconsin"	"55"	"2015"	"2015"	51264	5771337	888.3	3.9	715.9	3.2
	"Wisconsin"	"55"	"2016"	"2016"	51815	5778708	896.7	3.9	717.9	3.2
	"Wyoming"	"56"	"2012"	"2012"	4481	576412	777.4	11.6	748.3	11.3
	"Wyoming"	"56"	"2013"	"2013"	4516	582658	775.1	11.5	731.7	11.1
	"Wyoming"	"56"	"2014"	"2014"	4666	584153	798.8	11.7	742.4	11.1
	"Wyoming"	"56"	"2015"	"2015"	4778	586107	815.2	11.8	748.3	11.0
	"Wyoming"	"56"	"2016"	"2016"	4722	585501	806.5	11.7	720.9	10.7
"---"
"Dataset: Underlying Cause of Death, 1999-2016"
"Query Parameters:"
"Title: all-cause_state_year"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: 2012, 2013, 2014, 2015, 2016"
"Group By: State, Year"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Oct 18, 2018 12:46:14 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 18, 2018 12:46:14 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"3. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"4. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"5. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Standard-Errors."
"6. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The"
"population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal"
"series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for"
"years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 -"
"2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for"
"1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age groups are the number"
"of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published"
"reports, due to use of the population estimates which were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
