"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Blount County, AL"	"01009"	"2014"	"2014"	95	57719	164.6	133.2	201.2	16.9
	"Blount County, AL"	"01009"	"2015"	"2015"	87	57673	150.9	120.8	186.1	16.2
	"Blount County, AL"	"01009"	"2016"	"2016"	106	57704	183.7	148.7	218.7	17.8
	"Butler County, AL"	"01013"	"2010"	"2010"	20	20947	95.5	58.3	147.5	21.3
	"Butler County, AL"	"01013"	"2011"	"2011"	27	20650	130.8	86.2	190.2	25.2
	"Butler County, AL"	"01013"	"2012"	"2012"	25	20307	123.1	79.7	181.7	24.6
	"Butler County, AL"	"01013"	"2013"	"2013"	22	20265	108.6	68.0	164.4	23.1
	"Butler County, AL"	"01013"	"2014"	"2014"	25	20296	123.2	79.7	181.8	24.6
	"Butler County, AL"	"01013"	"2015"	"2015"	18	20154	Unreliable	52.9	141.2	21.1
	"Butler County, AL"	"01013"	"2016"	"2016"	27	19998	135.0	89.0	196.4	26.0
	"Calhoun County, AL"	"01015"	"2010"	"2010"	198	118572	167.0	143.7	190.2	11.9
	"Calhoun County, AL"	"01015"	"2011"	"2011"	146	117797	123.9	103.8	144.0	10.3
	"Calhoun County, AL"	"01015"	"2012"	"2012"	150	117296	127.9	107.4	148.3	10.4
	"Calhoun County, AL"	"01015"	"2013"	"2013"	177	116736	151.6	129.3	174.0	11.4
	"Calhoun County, AL"	"01015"	"2014"	"2014"	179	115916	154.4	131.8	177.0	11.5
	"Calhoun County, AL"	"01015"	"2015"	"2015"	156	115620	134.9	113.8	156.1	10.8
	"Calhoun County, AL"	"01015"	"2016"	"2016"	164	114611	143.1	121.2	165.0	11.2
	"Chambers County, AL"	"01017"	"2010"	"2010"	40	34215	116.9	83.5	159.2	18.5
	"Chambers County, AL"	"01017"	"2011"	"2011"	34	33939	100.2	69.4	140.0	17.2
	"Chambers County, AL"	"01017"	"2012"	"2012"	46	34064	135.0	98.9	180.1	19.9
	"Chambers County, AL"	"01017"	"2013"	"2013"	51	34162	149.3	111.2	196.3	20.9
	"Chambers County, AL"	"01017"	"2014"	"2014"	55	34076	161.4	121.6	210.1	21.8
	"Chambers County, AL"	"01017"	"2015"	"2015"	50	34123	146.5	108.8	193.2	20.7
	"Chambers County, AL"	"01017"	"2016"	"2016"	42	33843	124.1	89.4	167.8	19.1
	"Cherokee County, AL"	"01019"	"2010"	"2010"	44	25989	169.3	123.0	227.3	25.5
	"Cherokee County, AL"	"01019"	"2011"	"2011"	49	26057	188.0	139.1	248.6	26.9
	"Cherokee County, AL"	"01019"	"2012"	"2012"	44	26021	169.1	122.9	227.0	25.5
	"Cherokee County, AL"	"01019"	"2013"	"2013"	43	26203	164.1	118.8	221.0	25.0
	"Cherokee County, AL"	"01019"	"2014"	"2014"	37	26037	142.1	100.1	195.9	23.4
	"Cherokee County, AL"	"01019"	"2015"	"2015"	39	25859	150.8	107.2	206.2	24.2
	"Cherokee County, AL"	"01019"	"2016"	"2016"	38	25725	147.7	104.5	202.8	24.0
	"Chilton County, AL"	"01021"	"2010"	"2010"	63	43643	144.4	110.9	184.7	18.2
	"Chilton County, AL"	"01021"	"2011"	"2011"	63	43895	143.5	110.3	183.6	18.1
	"Chilton County, AL"	"01021"	"2012"	"2012"	69	43819	157.5	122.5	199.3	19.0
	"Chilton County, AL"	"01021"	"2013"	"2013"	63	43951	143.3	110.1	183.4	18.1
	"Chilton County, AL"	"01021"	"2014"	"2014"	48	43931	109.3	80.6	144.9	15.8
	"Chilton County, AL"	"01021"	"2015"	"2015"	67	43943	152.5	118.2	193.6	18.6
	"Chilton County, AL"	"01021"	"2016"	"2016"	68	43941	154.8	120.2	196.2	18.8
	"Choctaw County, AL"	"01023"	"2010"	"2010"	16	13859	Unreliable	66.0	187.5	28.9
	"Choctaw County, AL"	"01023"	"2011"	"2011"	13	13609	Unreliable	50.9	163.4	26.5
	"Choctaw County, AL"	"01023"	"2012"	"2012"	21	13633	154.0	95.4	235.5	33.6
	"Choctaw County, AL"	"01023"	"2013"	"2013"	20	13426	149.0	91.0	230.1	33.3
	"Choctaw County, AL"	"01023"	"2014"	"2014"	15	13323	Unreliable	63.0	185.7	29.1
	"Choctaw County, AL"	"01023"	"2015"	"2015"	19	13170	Unreliable	86.9	225.3	33.1
	"Choctaw County, AL"	"01023"	"2016"	"2016"	15	12993	Unreliable	64.6	190.4	29.8
	"Clarke County, AL"	"01025"	"2010"	"2010"	27	25833	104.5	68.9	152.1	20.1
	"Clarke County, AL"	"01025"	"2011"	"2011"	33	25695	128.4	88.4	180.4	22.4
	"Clarke County, AL"	"01025"	"2012"	"2012"	29	25161	115.3	77.2	165.5	21.4
	"Clarke County, AL"	"01025"	"2013"	"2013"	31	25207	123.0	83.6	174.6	22.1
	"Clarke County, AL"	"01025"	"2014"	"2014"	29	24945	116.3	77.9	167.0	21.6
	"Clarke County, AL"	"01025"	"2015"	"2015"	25	24675	101.3	65.6	149.6	20.3
	"Clarke County, AL"	"01025"	"2016"	"2016"	37	24392	151.7	106.8	209.1	24.9
	"Clay County, AL"	"01027"	"2010"	"2010"	21	13932	150.7	93.3	230.4	32.9
	"Clay County, AL"	"01027"	"2011"	"2011"	25	13862	180.3	116.7	266.2	36.1
	"Clay County, AL"	"01027"	"2012"	"2012"	19	13435	Unreliable	85.1	220.8	32.4
	"Clay County, AL"	"01027"	"2013"	"2013"	28	13486	207.6	138.0	300.1	39.2
	"Clay County, AL"	"01027"	"2014"	"2014"	24	13552	177.1	113.5	263.5	36.1
	"Clay County, AL"	"01027"	"2015"	"2015"	18	13555	Unreliable	78.7	209.9	31.3
	"Clay County, AL"	"01027"	"2016"	"2016"	19	13492	Unreliable	84.8	219.9	32.3
	"Cleburne County, AL"	"01029"	"2010"	"2010"	22	14972	146.9	92.1	222.5	31.3
	"Cleburne County, AL"	"01029"	"2011"	"2011"	22	14835	148.3	92.9	224.5	31.6
	"Cleburne County, AL"	"01029"	"2012"	"2012"	30	14832	202.3	136.5	288.7	36.9
	"Cleburne County, AL"	"01029"	"2013"	"2013"	24	14994	160.1	102.6	238.2	32.7
	"Cleburne County, AL"	"01029"	"2014"	"2014"	40	15080	265.3	189.5	361.2	41.9
	"Cleburne County, AL"	"01029"	"2015"	"2015"	34	15018	226.4	156.8	316.4	38.8
	"Cleburne County, AL"	"01029"	"2016"	"2016"	27	14924	180.9	119.2	263.2	34.8
	"Coffee County, AL"	"01031"	"2010"	"2010"	39	49948	78.1	55.5	106.7	12.5
	"Coffee County, AL"	"01031"	"2011"	"2011"	49	50526	97.0	71.7	128.2	13.9
	"Coffee County, AL"	"01031"	"2012"	"2012"	59	51252	115.1	87.6	148.5	15.0
	"Coffee County, AL"	"01031"	"2013"	"2013"	52	50938	102.1	76.2	133.9	14.2
	"Coffee County, AL"	"01031"	"2014"	"2014"	56	50909	110.0	83.1	142.8	14.7
	"Coffee County, AL"	"01031"	"2015"	"2015"	52	51211	101.5	75.8	133.2	14.1
	"Coffee County, AL"	"01031"	"2016"	"2016"	58	51226	113.2	86.0	146.4	14.9
	"Colbert County, AL"	"01033"	"2010"	"2010"	69	54428	126.8	98.6	160.4	15.3
	"Colbert County, AL"	"01033"	"2011"	"2011"	67	54512	122.9	95.3	156.1	15.0
	"Colbert County, AL"	"01033"	"2012"	"2012"	81	54446	148.8	118.1	184.9	16.5
	"Colbert County, AL"	"01033"	"2013"	"2013"	77	54520	141.2	111.5	176.5	16.1
	"Colbert County, AL"	"01033"	"2014"	"2014"	75	54543	137.5	108.2	172.4	15.9
	"Colbert County, AL"	"01033"	"2015"	"2015"	91	54354	167.4	134.8	205.6	17.6
	"Colbert County, AL"	"01033"	"2016"	"2016"	99	54216	182.6	148.4	222.3	18.4
	"Conecuh County, AL"	"01035"	"2010"	"2010"	20	13228	151.2	92.4	233.5	33.8
	"Conecuh County, AL"	"01035"	"2011"	"2011"	26	13105	198.4	129.6	290.7	38.9
	"Conecuh County, AL"	"01035"	"2012"	"2012"	23	12981	177.2	112.3	265.9	36.9
	"Conecuh County, AL"	"01035"	"2013"	"2013"	14	12887	Unreliable	59.4	182.3	29.0
	"Conecuh County, AL"	"01035"	"2014"	"2014"	14	12670	Unreliable	60.4	185.4	29.5
	"Conecuh County, AL"	"01035"	"2015"	"2015"	23	12672	181.5	115.1	272.3	37.8
	"Conecuh County, AL"	"01035"	"2016"	"2016"	16	12395	Unreliable	73.8	209.6	32.3
	"Coosa County, AL"	"01037"	"2010"	"2010"	16	11539	Unreliable	79.3	225.2	34.7
	"Coosa County, AL"	"01037"	"2011"	"2011"	17	10713	Unreliable	92.4	254.1	38.5
	"Coosa County, AL"	"01037"	"2012"	"2012"	13	10966	Unreliable	63.1	202.7	32.9
	"Coosa County, AL"	"01037"	"2013"	"2013"	16	10898	Unreliable	83.9	238.4	36.7
	"Coosa County, AL"	"01037"	"2014"	"2014"	19	10886	Unreliable	105.1	272.6	40.0
	"Coosa County, AL"	"01037"	"2015"	"2015"	22	10724	205.1	128.6	310.6	43.7
	"Coosa County, AL"	"01037"	"2016"	"2016"	19	10581	Unreliable	108.1	280.4	41.2
	"Covington County, AL"	"01039"	"2010"	"2010"	55	37765	145.6	109.7	189.6	19.6
	"Covington County, AL"	"01039"	"2011"	"2011"	56	38058	147.1	111.2	191.1	19.7
	"Covington County, AL"	"01039"	"2012"	"2012"	65	37955	171.3	132.2	218.3	21.2
	"Covington County, AL"	"01039"	"2013"	"2013"	53	37886	139.9	104.8	183.0	19.2
	"Covington County, AL"	"01039"	"2014"	"2014"	53	37914	139.8	104.7	182.8	19.2
	"Covington County, AL"	"01039"	"2015"	"2015"	44	37835	116.3	84.5	156.1	17.5
	"Covington County, AL"	"01039"	"2016"	"2016"	69	37458	184.2	143.3	233.1	22.2
	"Crenshaw County, AL"	"01041"	"2010"	"2010"	23	13906	165.4	104.8	248.2	34.5
	"Crenshaw County, AL"	"01041"	"2012"	"2012"	22	14083	156.2	97.9	236.5	33.3
	"Crenshaw County, AL"	"01041"	"2013"	"2013"	27	13986	193.1	127.2	280.9	37.2
	"Crenshaw County, AL"	"01041"	"2014"	"2014"	20	13977	143.1	87.4	221.0	32.0
	"Crenshaw County, AL"	"01041"	"2015"	"2015"	20	13963	143.2	87.5	221.2	32.0
	"Crenshaw County, AL"	"01041"	"2016"	"2016"	27	13913	194.1	127.9	282.4	37.3
	"Cullman County, AL"	"01043"	"2010"	"2010"	113	80406	140.5	114.6	166.4	13.2
	"Cullman County, AL"	"01043"	"2011"	"2011"	104	80536	129.1	104.3	154.0	12.7
	"Cullman County, AL"	"01043"	"2012"	"2012"	107	80440	133.0	107.8	158.2	12.9
	"Cullman County, AL"	"01043"	"2013"	"2013"	99	80811	122.5	99.6	149.1	12.3
	"Cullman County, AL"	"01043"	"2014"	"2014"	106	81289	130.4	105.6	155.2	12.7
	"Cullman County, AL"	"01043"	"2015"	"2015"	142	82005	173.2	144.7	201.6	14.5
	"Cullman County, AL"	"01043"	"2016"	"2016"	115	82471	139.4	114.0	164.9	13.0
	"Dale County, AL"	"01045"	"2010"	"2010"	38	50251	75.6	53.5	103.8	12.3
	"Dale County, AL"	"01045"	"2011"	"2011"	53	50044	105.9	79.3	138.5	14.5
	"Dale County, AL"	"01045"	"2012"	"2012"	63	50444	124.9	96.0	159.8	15.7
	"Dale County, AL"	"01045"	"2013"	"2013"	61	49884	122.3	93.5	157.1	15.7
	"Dale County, AL"	"01045"	"2014"	"2014"	44	49484	88.9	64.6	119.4	13.4
	"Dale County, AL"	"01045"	"2015"	"2015"	57	49565	115.0	87.1	149.0	15.2
	"Dale County, AL"	"01045"	"2016"	"2016"	57	49226	115.8	87.7	150.0	15.3
	"Dallas County, AL"	"01047"	"2010"	"2010"	41	43820	93.6	67.1	126.9	14.6
	"Dallas County, AL"	"01047"	"2011"	"2011"	37	43332	85.4	60.1	117.7	14.0
	"Dallas County, AL"	"01047"	"2012"	"2012"	54	42864	126.0	94.6	164.4	17.1
	"Dallas County, AL"	"01047"	"2013"	"2013"	48	41996	114.3	84.3	151.5	16.5
	"Dallas County, AL"	"01047"	"2014"	"2014"	36	41711	86.3	60.4	119.5	14.4
	"Dallas County, AL"	"01047"	"2015"	"2015"	46	41131	111.8	81.9	149.2	16.5
	"Dallas County, AL"	"01047"	"2016"	"2016"	42	40008	105.0	75.7	141.9	16.2
	"DeKalb County, AL"	"01049"	"2010"	"2010"	83	71109	116.7	93.0	144.7	12.8
	"DeKalb County, AL"	"01049"	"2011"	"2011"	106	71375	148.5	120.2	176.8	14.4
	"DeKalb County, AL"	"01049"	"2012"	"2012"	116	71080	163.2	133.5	192.9	15.2
	"DeKalb County, AL"	"01049"	"2013"	"2013"	110	71013	154.9	126.0	183.8	14.8
	"DeKalb County, AL"	"01049"	"2014"	"2014"	102	71065	143.5	115.7	171.4	14.2
	"DeKalb County, AL"	"01049"	"2015"	"2015"	129	71130	181.4	150.1	212.7	16.0
	"DeKalb County, AL"	"01049"	"2016"	"2016"	119	70900	167.8	137.7	198.0	15.4
	"Elmore County, AL"	"01051"	"2010"	"2010"	72	79303	90.8	71.0	114.3	10.7
	"Elmore County, AL"	"01051"	"2011"	"2011"	66	80162	82.3	63.7	104.7	10.1
	"Elmore County, AL"	"01051"	"2012"	"2012"	69	80629	85.6	66.6	108.3	10.3
	"Elmore County, AL"	"01051"	"2013"	"2013"	101	80902	124.8	100.5	149.2	12.4
	"Elmore County, AL"	"01051"	"2014"	"2014"	83	80977	102.5	81.6	127.1	11.3
	"Elmore County, AL"	"01051"	"2015"	"2015"	89	81468	109.2	87.7	134.4	11.6
	"Elmore County, AL"	"01051"	"2016"	"2016"	67	81799	81.9	63.5	104.0	10.0
	"Escambia County, AL"	"01053"	"2010"	"2010"	38	38319	99.2	70.2	136.1	16.1
	"Escambia County, AL"	"01053"	"2011"	"2011"	43	38095	112.9	81.7	152.0	17.2
	"Escambia County, AL"	"01053"	"2012"	"2012"	42	37994	110.5	79.7	149.4	17.1
	"Escambia County, AL"	"01053"	"2013"	"2013"	45	37983	118.5	86.4	158.5	17.7
	"Escambia County, AL"	"01053"	"2014"	"2014"	41	37733	108.7	78.0	147.4	17.0
	"Escambia County, AL"	"01053"	"2015"	"2015"	56	37789	148.2	111.9	192.4	19.8
	"Escambia County, AL"	"01053"	"2016"	"2016"	47	37728	124.6	91.5	165.7	18.2
	"Etowah County, AL"	"01055"	"2010"	"2010"	159	104430	152.3	128.6	175.9	12.1
	"Etowah County, AL"	"01055"	"2011"	"2011"	182	104303	174.5	149.1	199.8	12.9
	"Etowah County, AL"	"01055"	"2012"	"2012"	176	104392	168.6	143.7	193.5	12.7
	"Etowah County, AL"	"01055"	"2013"	"2013"	188	103931	180.9	155.0	206.7	13.2
	"Etowah County, AL"	"01055"	"2014"	"2014"	154	103531	148.7	125.3	172.2	12.0
	"Etowah County, AL"	"01055"	"2015"	"2015"	201	103057	195.0	168.1	222.0	13.8
	"Etowah County, AL"	"01055"	"2016"	"2016"	172	102564	167.7	142.6	192.8	12.8
	"Fayette County, AL"	"01057"	"2010"	"2010"	20	17241	116.0	70.9	179.2	25.9
	"Fayette County, AL"	"01057"	"2011"	"2011"	33	17182	192.1	132.2	269.7	33.4
	"Fayette County, AL"	"01057"	"2012"	"2012"	44	16983	259.1	188.2	347.8	39.1
	"Fayette County, AL"	"01057"	"2013"	"2013"	32	16909	189.2	129.4	267.2	33.5
	"Fayette County, AL"	"01057"	"2014"	"2014"	22	16874	130.4	81.7	197.4	27.8
	"Fayette County, AL"	"01057"	"2015"	"2015"	27	16759	161.1	106.2	234.4	31.0
	"Fayette County, AL"	"01057"	"2016"	"2016"	34	16546	205.5	142.3	287.1	35.2
	"Franklin County, AL"	"01059"	"2010"	"2010"	53	31704	167.2	125.2	218.7	23.0
	"Franklin County, AL"	"01059"	"2011"	"2011"	39	31884	122.3	87.0	167.2	19.6
	"Franklin County, AL"	"01059"	"2012"	"2012"	47	31761	148.0	108.7	196.8	21.6
	"Franklin County, AL"	"01059"	"2013"	"2013"	49	31532	155.4	115.0	205.4	22.2
	"Franklin County, AL"	"01059"	"2014"	"2014"	53	31601	167.7	125.6	219.4	23.0
	"Franklin County, AL"	"01059"	"2015"	"2015"	49	31696	154.6	114.4	204.4	22.1
	"Franklin County, AL"	"01059"	"2016"	"2016"	55	31628	173.9	131.0	226.4	23.4
	"Geneva County, AL"	"01061"	"2010"	"2010"	41	26790	153.0	109.8	207.6	23.9
	"Geneva County, AL"	"01061"	"2011"	"2011"	32	26781	119.5	81.7	168.7	21.1
	"Geneva County, AL"	"01061"	"2012"	"2012"	28	26931	104.0	69.1	150.3	19.6
	"Geneva County, AL"	"01061"	"2013"	"2013"	40	26727	149.7	106.9	203.8	23.7
	"Geneva County, AL"	"01061"	"2014"	"2014"	28	26712	104.8	69.7	151.5	19.8
	"Geneva County, AL"	"01061"	"2015"	"2015"	42	26777	156.9	113.0	212.0	24.2
	"Geneva County, AL"	"01061"	"2016"	"2016"	33	26614	124.0	85.4	174.1	21.6
	"Greene County, AL"	"01063"	"2012"	"2012"	15	8876	Unreliable	94.6	278.7	43.6
	"Greene County, AL"	"01063"	"2013"	"2013"	15	8744	Unreliable	96.0	282.9	44.3
	"Greene County, AL"	"01063"	"2015"	"2015"	11	8479	Unreliable	64.8	232.1	39.1
	"Greene County, AL"	"01063"	"2016"	"2016"	13	8422	Unreliable	82.2	264.0	42.8
	"Hale County, AL"	"01065"	"2010"	"2010"	18	15760	Unreliable	67.7	180.5	26.9
	"Hale County, AL"	"01065"	"2011"	"2011"	12	15421	Unreliable	40.2	135.9	22.5
	"Hale County, AL"	"01065"	"2012"	"2012"	16	15388	Unreliable	59.4	168.9	26.0
	"Hale County, AL"	"01065"	"2013"	"2013"	18	15406	Unreliable	69.2	184.7	27.5
	"Hale County, AL"	"01065"	"2014"	"2014"	18	15184	Unreliable	70.3	187.4	27.9
	"Hale County, AL"	"01065"	"2015"	"2015"	17	15068	Unreliable	65.7	180.6	27.4
	"Hale County, AL"	"01065"	"2016"	"2016"	16	14952	Unreliable	61.2	173.8	26.8
	"Henry County, AL"	"01067"	"2010"	"2010"	22	17302	127.2	79.7	192.5	27.1
	"Henry County, AL"	"01067"	"2011"	"2011"	18	17412	Unreliable	61.3	163.4	24.4
	"Henry County, AL"	"01067"	"2012"	"2012"	18	17287	Unreliable	61.7	164.6	24.5
	"Henry County, AL"	"01067"	"2013"	"2013"	17	17296	Unreliable	57.3	157.4	23.8
	"Henry County, AL"	"01067"	"2014"	"2014"	13	17190	Unreliable	40.3	129.3	21.0
	"Henry County, AL"	"01067"	"2015"	"2015"	26	17221	151.0	98.6	221.2	29.6
	"Henry County, AL"	"01067"	"2016"	"2016"	13	17164	Unreliable	40.3	129.5	21.0
	"Houston County, AL"	"01069"	"2010"	"2010"	83	101547	81.7	65.1	101.3	9.0
	"Houston County, AL"	"01069"	"2011"	"2011"	86	102369	84.0	67.2	103.8	9.1
	"Houston County, AL"	"01069"	"2012"	"2012"	95	103402	91.9	74.3	112.3	9.4
	"Houston County, AL"	"01069"	"2013"	"2013"	104	103668	100.3	81.0	119.6	9.8
	"Houston County, AL"	"01069"	"2014"	"2014"	85	104193	81.6	65.2	100.9	8.8
	"Houston County, AL"	"01069"	"2015"	"2015"	91	104173	87.4	70.3	107.3	9.2
	"Houston County, AL"	"01069"	"2016"	"2016"	81	104056	77.8	61.8	96.8	8.6
	"Jackson County, AL"	"01071"	"2010"	"2010"	68	53227	127.8	99.2	162.0	15.5
	"Jackson County, AL"	"01071"	"2011"	"2011"	73	53291	137.0	107.4	172.2	16.0
	"Jackson County, AL"	"01071"	"2012"	"2012"	77	53019	145.2	114.6	181.5	16.6
	"Jackson County, AL"	"01071"	"2013"	"2013"	94	52951	177.5	143.5	217.2	18.3
	"Jackson County, AL"	"01071"	"2014"	"2014"	81	52665	153.8	122.1	191.2	17.1
	"Jackson County, AL"	"01071"	"2015"	"2015"	97	52419	185.0	150.1	225.7	18.8
	"Jackson County, AL"	"01071"	"2016"	"2016"	98	52138	188.0	152.6	229.1	19.0
	"Jefferson County, AL"	"01073"	"2010"	"2010"	620	658466	94.2	86.7	101.6	3.8
	"Jefferson County, AL"	"01073"	"2011"	"2011"	619	658931	93.9	86.5	101.3	3.8
	"Jefferson County, AL"	"01073"	"2012"	"2012"	585	660009	88.6	81.5	95.8	3.7
	"Jefferson County, AL"	"01073"	"2013"	"2013"	588	659479	89.2	82.0	96.4	3.7
	"Jefferson County, AL"	"01073"	"2014"	"2014"	539	660793	81.6	74.7	88.5	3.5
	"Jefferson County, AL"	"01073"	"2015"	"2015"	634	660367	96.0	88.5	103.5	3.8
	"Jefferson County, AL"	"01073"	"2016"	"2016"	625	659521	94.8	87.3	102.2	3.8
	"Lamar County, AL"	"01075"	"2010"	"2010"	23	14564	157.9	100.1	237.0	32.9
	"Lamar County, AL"	"01075"	"2011"	"2011"	24	14311	167.7	107.5	249.5	34.2
	"Lamar County, AL"	"01075"	"2012"	"2012"	25	14259	175.3	113.5	258.8	35.1
	"Lamar County, AL"	"01075"	"2013"	"2013"	31	14236	217.8	148.0	309.1	39.1
	"Lamar County, AL"	"01075"	"2014"	"2014"	27	14086	191.7	126.3	278.9	36.9
	"Lamar County, AL"	"01075"	"2015"	"2015"	31	13886	223.2	151.7	316.9	40.1
	"Lamar County, AL"	"01075"	"2016"	"2016"	22	13918	158.1	99.1	239.3	33.7
	"Lauderdale County, AL"	"01077"	"2010"	"2010"	101	92709	108.9	87.7	130.2	10.8
	"Lauderdale County, AL"	"01077"	"2011"	"2011"	107	92781	115.3	93.5	137.2	11.1
	"Lauderdale County, AL"	"01077"	"2012"	"2012"	116	92542	125.3	102.5	148.2	11.6
	"Lauderdale County, AL"	"01077"	"2013"	"2013"	124	92797	133.6	110.1	157.1	12.0
	"Lauderdale County, AL"	"01077"	"2014"	"2014"	133	93096	142.9	118.6	167.1	12.4
	"Lauderdale County, AL"	"01077"	"2015"	"2015"	128	92596	138.2	114.3	162.2	12.2
	"Lauderdale County, AL"	"01077"	"2016"	"2016"	122	92318	132.2	108.7	155.6	12.0
	"Lawrence County, AL"	"01079"	"2010"	"2010"	48	34339	139.8	103.1	185.3	20.2
	"Lawrence County, AL"	"01079"	"2011"	"2011"	48	34117	140.7	103.7	186.5	20.3
	"Lawrence County, AL"	"01079"	"2012"	"2012"	38	33838	112.3	79.5	154.1	18.2
	"Lawrence County, AL"	"01079"	"2013"	"2013"	49	33587	145.9	107.9	192.9	20.8
	"Lawrence County, AL"	"01079"	"2014"	"2014"	50	33477	149.4	110.9	196.9	21.1
	"Lawrence County, AL"	"01079"	"2015"	"2015"	47	33115	141.9	104.3	188.7	20.7
	"Lawrence County, AL"	"01079"	"2016"	"2016"	47	33244	141.4	103.9	188.0	20.6
	"Lee County, AL"	"01081"	"2010"	"2010"	82	140247	58.5	46.5	72.6	6.5
	"Lee County, AL"	"01081"	"2011"	"2011"	81	143468	56.5	44.8	70.2	6.3
	"Lee County, AL"	"01081"	"2012"	"2012"	103	147257	69.9	56.4	83.5	6.9
	"Lee County, AL"	"01081"	"2013"	"2013"	109	150933	72.2	58.7	85.8	6.9
	"Lee County, AL"	"01081"	"2014"	"2014"	132	154255	85.6	71.0	100.2	7.4
	"Lee County, AL"	"01081"	"2015"	"2015"	114	156993	72.6	59.3	85.9	6.8
	"Lee County, AL"	"01081"	"2016"	"2016"	102	158991	64.2	51.7	76.6	6.4
	"Limestone County, AL"	"01083"	"2010"	"2010"	64	82782	77.3	59.5	98.7	9.7
	"Limestone County, AL"	"01083"	"2011"	"2011"	64	85369	75.0	57.7	95.7	9.4
	"Limestone County, AL"	"01083"	"2012"	"2012"	69	87654	78.7	61.2	99.6	9.5
	"Limestone County, AL"	"01083"	"2013"	"2013"	59	88845	66.4	50.6	85.7	8.6
	"Limestone County, AL"	"01083"	"2014"	"2014"	73	90787	80.4	63.0	101.1	9.4
	"Limestone County, AL"	"01083"	"2015"	"2015"	85	91663	92.7	74.1	114.7	10.1
	"Limestone County, AL"	"01083"	"2016"	"2016"	70	92753	75.5	58.8	95.4	9.0
	"Lowndes County, AL"	"01085"	"2011"	"2011"	11	11147	Unreliable	49.3	176.6	29.8
	"Lowndes County, AL"	"01085"	"2016"	"2016"	12	10358	Unreliable	59.9	202.4	33.4
