"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Hawaii"	"15"	"2015"	"2015"	111	1431603	7.8	0.7	7.3	0.7
	"Hawaii"	"15"	"2016"	"2016"	152	1428557	10.6	0.9	10.3	0.9
	"Idaho"	"16"	"2009"	"2009"	268	1554439	17.2	1.1	17.5	1.1
	"Idaho"	"16"	"2010"	"2010"	236	1567582	15.1	1.0	15.1	1.0
	"Idaho"	"16"	"2011"	"2011"	244	1584985	15.4	1.0	15.1	1.0
	"Idaho"	"16"	"2012"	"2012"	245	1595728	15.4	1.0	15.4	1.0
	"Idaho"	"16"	"2013"	"2013"	273	1612136	16.9	1.0	16.7	1.0
	"Idaho"	"16"	"2014"	"2014"	225	1634464	13.8	0.9	13.8	0.9
	"Idaho"	"16"	"2015"	"2015"	257	1654930	15.5	1.0	15.7	1.0
	"Idaho"	"16"	"2016"	"2016"	288	1683140	17.1	1.0	17.2	1.0
	"Illinois"	"17"	"2009"	"2009"	1132	12796778	8.8	0.3	8.8	0.3
	"Illinois"	"17"	"2010"	"2010"	1103	12830632	8.6	0.3	8.4	0.3
	"Illinois"	"17"	"2011"	"2011"	1142	12869257	8.9	0.3	8.8	0.3
	"Illinois"	"17"	"2012"	"2012"	1177	12875255	9.1	0.3	9.0	0.3
	"Illinois"	"17"	"2013"	"2013"	1169	12882135	9.1	0.3	8.9	0.3
	"Illinois"	"17"	"2014"	"2014"	1121	12880580	8.7	0.3	8.5	0.3
	"Illinois"	"17"	"2015"	"2015"	1166	12859995	9.1	0.3	8.7	0.3
	"Illinois"	"17"	"2016"	"2016"	1227	12801539	9.6	0.3	9.3	0.3
	"Indiana"	"18"	"2009"	"2009"	756	6459325	11.7	0.4	11.7	0.4
	"Indiana"	"18"	"2010"	"2010"	793	6483802	12.2	0.4	12.2	0.4
	"Indiana"	"18"	"2011"	"2011"	795	6516922	12.2	0.4	12.1	0.4
	"Indiana"	"18"	"2012"	"2012"	826	6537334	12.6	0.4	12.5	0.4
	"Indiana"	"18"	"2013"	"2013"	856	6570902	13.0	0.4	12.9	0.4
	"Indiana"	"18"	"2014"	"2014"	794	6596855	12.0	0.4	11.8	0.4
	"Indiana"	"18"	"2015"	"2015"	889	6619680	13.4	0.5	13.1	0.4
	"Indiana"	"18"	"2016"	"2016"	874	6633053	13.2	0.4	12.9	0.4
	"Iowa"	"19"	"2009"	"2009"	392	3032870	12.9	0.7	12.9	0.7
	"Iowa"	"19"	"2010"	"2010"	412	3046355	13.5	0.7	13.1	0.7
	"Iowa"	"19"	"2011"	"2011"	418	3062309	13.6	0.7	13.3	0.7
	"Iowa"	"19"	"2012"	"2012"	384	3074186	12.5	0.6	12.3	0.6
	"Iowa"	"19"	"2013"	"2013"	363	3090416	11.7	0.6	11.3	0.6
	"Iowa"	"19"	"2014"	"2014"	365	3107126	11.7	0.6	11.3	0.6
	"Iowa"	"19"	"2015"	"2015"	364	3123899	11.7	0.6	11.0	0.6
	"Iowa"	"19"	"2016"	"2016"	462	3134693	14.7	0.7	14.5	0.7
	"Kansas"	"20"	"2009"	"2009"	431	2832704	15.2	0.7	15.1	0.7
	"Kansas"	"20"	"2010"	"2010"	499	2853118	17.5	0.8	17.2	0.8
	"Kansas"	"20"	"2011"	"2011"	443	2871238	15.4	0.7	15.2	0.7
	"Kansas"	"20"	"2012"	"2012"	431	2885905	14.9	0.7	14.8	0.7
	"Kansas"	"20"	"2013"	"2013"	397	2893957	13.7	0.7	13.5	0.7
	"Kansas"	"20"	"2014"	"2014"	410	2904021	14.1	0.7	13.7	0.7
	"Kansas"	"20"	"2015"	"2015"	416	2911641	14.3	0.7	14.0	0.7
	"Kansas"	"20"	"2016"	"2016"	446	2907289	15.3	0.7	14.8	0.7
	"Kentucky"	"21"	"2009"	"2009"	847	4317074	19.6	0.7	19.5	0.7
	"Kentucky"	"21"	"2010"	"2010"	841	4339367	19.4	0.7	19.3	0.7
	"Kentucky"	"21"	"2011"	"2011"	793	4369356	18.1	0.6	18.0	0.6
	"Kentucky"	"21"	"2012"	"2012"	835	4380415	19.1	0.7	19.0	0.7
	"Kentucky"	"21"	"2013"	"2013"	734	4395295	16.7	0.6	16.1	0.6
	"Kentucky"	"21"	"2014"	"2014"	744	4413457	16.9	0.6	16.8	0.6
	"Kentucky"	"21"	"2015"	"2015"	860	4425092	19.4	0.7	19.2	0.7
	"Kentucky"	"21"	"2016"	"2016"	901	4436974	20.3	0.7	19.8	0.7
	"Louisiana"	"22"	"2009"	"2009"	924	4491648	20.6	0.7	20.5	0.7
	"Louisiana"	"22"	"2010"	"2010"	757	4533372	16.7	0.6	16.6	0.6
	"Louisiana"	"22"	"2011"	"2011"	790	4574836	17.3	0.6	17.1	0.6
	"Louisiana"	"22"	"2012"	"2012"	1090	4601893	23.7	0.7	23.4	0.7
	"Louisiana"	"22"	"2013"	"2013"	797	4625470	17.2	0.6	17.2	0.6
	"Louisiana"	"22"	"2014"	"2014"	848	4649676	18.2	0.6	18.1	0.6
	"Louisiana"	"22"	"2015"	"2015"	851	4670724	18.2	0.6	18.0	0.6
	"Louisiana"	"22"	"2016"	"2016"	892	4681666	19.1	0.6	19.0	0.6
	"Maine"	"23"	"2009"	"2009"	177	1329590	13.3	1.0	12.8	1.0
	"Maine"	"23"	"2010"	"2010"	179	1328361	13.5	1.0	12.8	1.0
	"Maine"	"23"	"2011"	"2011"	162	1328188	12.2	1.0	11.7	1.0
	"Maine"	"23"	"2012"	"2012"	177	1329192	13.3	1.0	12.8	1.0
	"Maine"	"23"	"2013"	"2013"	175	1328302	13.2	1.0	12.5	1.0
	"Maine"	"23"	"2014"	"2014"	148	1330089	11.1	0.9	10.7	0.9
	"Maine"	"23"	"2015"	"2015"	154	1329328	11.6	0.9	11.5	1.0
	"Maine"	"23"	"2016"	"2016"	184	1331479	13.8	1.0	13.5	1.0
	"Maryland"	"24"	"2009"	"2009"	650	5730388	11.3	0.4	11.1	0.4
	"Maryland"	"24"	"2010"	"2010"	555	5773552	9.6	0.4	9.5	0.4
	"Maryland"	"24"	"2011"	"2011"	546	5828289	9.4	0.4	9.1	0.4
	"Maryland"	"24"	"2012"	"2012"	571	5884563	9.7	0.4	9.4	0.4
	"Maryland"	"24"	"2013"	"2013"	560	5928814	9.4	0.4	9.2	0.4
	"Maryland"	"24"	"2014"	"2014"	494	5976407	8.3	0.4	8.0	0.4
	"Maryland"	"24"	"2015"	"2015"	570	6006401	9.5	0.4	9.1	0.4
	"Maryland"	"24"	"2016"	"2016"	607	6016447	10.1	0.4	9.9	0.4
	"Massachusetts"	"25"	"2009"	"2009"	425	6517613	6.5	0.3	6.3	0.3
	"Massachusetts"	"25"	"2010"	"2010"	412	6547629	6.3	0.3	5.9	0.3
	"Massachusetts"	"25"	"2011"	"2011"	413	6587536	6.3	0.3	5.9	0.3
	"Massachusetts"	"25"	"2012"	"2012"	412	6646144	6.2	0.3	5.8	0.3
	"Massachusetts"	"25"	"2013"	"2013"	389	6692824	5.8	0.3	5.4	0.3
	"Massachusetts"	"25"	"2014"	"2014"	418	6745408	6.2	0.3	5.9	0.3
	"Massachusetts"	"25"	"2015"	"2015"	414	6794422	6.1	0.3	5.7	0.3
	"Massachusetts"	"25"	"2016"	"2016"	478	6811779	7.0	0.3	6.5	0.3
	"Michigan"	"26"	"2009"	"2009"	1009	9901591	10.2	0.3	10.0	0.3
	"Michigan"	"26"	"2010"	"2010"	1111	9883640	11.2	0.3	10.9	0.3
	"Michigan"	"26"	"2011"	"2011"	1062	9876187	10.8	0.3	10.5	0.3
	"Michigan"	"26"	"2012"	"2012"	1085	9883360	11.0	0.3	10.7	0.3
	"Michigan"	"26"	"2013"	"2013"	1100	9895622	11.1	0.3	10.7	0.3
	"Michigan"	"26"	"2014"	"2014"	1053	9909877	10.6	0.3	10.3	0.3
	"Michigan"	"26"	"2015"	"2015"	918	9922576	9.3	0.3	8.9	0.3
	"Michigan"	"26"	"2016"	"2016"	1025	9928300	10.3	0.3	10.0	0.3
	"Minnesota"	"27"	"2009"	"2009"	517	5281203	9.8	0.4	9.6	0.4
	"Minnesota"	"27"	"2010"	"2010"	544	5303925	10.3	0.4	10.0	0.4
	"Minnesota"	"27"	"2011"	"2011"	502	5344861	9.4	0.4	9.1	0.4
	"Minnesota"	"27"	"2012"	"2012"	526	5379139	9.8	0.4	9.6	0.4
	"Minnesota"	"27"	"2013"	"2013"	483	5420380	8.9	0.4	8.6	0.4
	"Minnesota"	"27"	"2014"	"2014"	457	5457173	8.4	0.4	8.1	0.4
	"Minnesota"	"27"	"2015"	"2015"	505	5489594	9.2	0.4	8.8	0.4
	"Minnesota"	"27"	"2016"	"2016"	507	5519952	9.2	0.4	8.9	0.4
	"Mississippi"	"28"	"2009"	"2009"	781	2958774	26.4	0.9	26.4	1.0
	"Mississippi"	"28"	"2010"	"2010"	717	2967297	24.2	0.9	24.1	0.9
	"Mississippi"	"28"	"2011"	"2011"	752	2978512	25.2	0.9	25.0	0.9
	"Mississippi"	"28"	"2012"	"2012"	722	2984926	24.2	0.9	24.3	0.9
	"Mississippi"	"28"	"2013"	"2013"	709	2991207	23.7	0.9	23.4	0.9
	"Mississippi"	"28"	"2014"	"2014"	690	2994079	23.0	0.9	22.7	0.9
	"Mississippi"	"28"	"2015"	"2015"	796	2992333	26.6	0.9	26.5	1.0
	"Mississippi"	"28"	"2016"	"2016"	813	2988726	27.2	1.0	27.2	1.0
	"Missouri"	"29"	"2009"	"2009"	976	5961088	16.4	0.5	16.1	0.5
	"Missouri"	"29"	"2010"	"2010"	905	5988927	15.1	0.5	14.9	0.5
	"Missouri"	"29"	"2011"	"2011"	894	6010688	14.9	0.5	14.7	0.5
	"Missouri"	"29"	"2012"	"2012"	918	6021988	15.2	0.5	15.2	0.5
	"Missouri"	"29"	"2013"	"2013"	807	6044171	13.4	0.5	13.1	0.5
	"Missouri"	"29"	"2014"	"2014"	822	6063589	13.6	0.5	13.3	0.5
	"Missouri"	"29"	"2015"	"2015"	975	6083672	16.0	0.5	15.5	0.5
	"Missouri"	"29"	"2016"	"2016"	1029	6093000	16.9	0.5	16.6	0.5
	"Montana"	"30"	"2009"	"2009"	241	983982	24.5	1.6	24.6	1.6
	"Montana"	"30"	"2010"	"2010"	205	989415	20.7	1.4	20.9	1.5
	"Montana"	"30"	"2011"	"2011"	230	998199	23.0	1.5	22.7	1.5
	"Montana"	"30"	"2012"	"2012"	216	1005141	21.5	1.5	21.2	1.5
	"Montana"	"30"	"2013"	"2013"	250	1015165	24.6	1.6	24.7	1.6
	"Montana"	"30"	"2014"	"2014"	213	1023579	20.8	1.4	20.9	1.5
	"Montana"	"30"	"2015"	"2015"	233	1032949	22.6	1.5	22.1	1.5
	"Montana"	"30"	"2016"	"2016"	210	1042520	20.1	1.4	19.7	1.4
	"Nebraska"	"31"	"2009"	"2009"	268	1812683	14.8	0.9	14.9	0.9
	"Nebraska"	"31"	"2010"	"2010"	226	1826341	12.4	0.8	12.1	0.8
	"Nebraska"	"31"	"2011"	"2011"	198	1842641	10.7	0.8	10.4	0.8
	"Nebraska"	"31"	"2012"	"2012"	264	1855525	14.2	0.9	14.1	0.9
	"Nebraska"	"31"	"2013"	"2013"	241	1868516	12.9	0.8	12.7	0.8
	"Nebraska"	"31"	"2014"	"2014"	263	1881503	14.0	0.9	13.9	0.9
	"Nebraska"	"31"	"2015"	"2015"	279	1896190	14.7	0.9	14.5	0.9
	"Nebraska"	"31"	"2016"	"2016"	230	1907116	12.1	0.8	12.0	0.8
	"Nevada"	"32"	"2009"	"2009"	280	2684665	10.4	0.6	10.4	0.6
	"Nevada"	"32"	"2010"	"2010"	300	2700551	11.1	0.6	11.2	0.7
	"Nevada"	"32"	"2011"	"2011"	297	2723322	10.9	0.6	10.9	0.6
	"Nevada"	"32"	"2012"	"2012"	309	2758931	11.2	0.6	10.8	0.6
	"Nevada"	"32"	"2013"	"2013"	304	2790136	10.9	0.6	10.8	0.6
	"Nevada"	"32"	"2014"	"2014"	333	2839099	11.7	0.6	11.6	0.6
	"Nevada"	"32"	"2015"	"2015"	385	2890845	13.3	0.7	13.2	0.7
	"Nevada"	"32"	"2016"	"2016"	380	2940058	12.9	0.7	12.4	0.6
	"New Hampshire"	"33"	"2009"	"2009"	123	1316102	9.3	0.8	8.7	0.8
	"New Hampshire"	"33"	"2010"	"2010"	144	1316470	10.9	0.9	10.8	0.9
	"New Hampshire"	"33"	"2011"	"2011"	124	1318194	9.4	0.8	9.0	0.8
	"New Hampshire"	"33"	"2012"	"2012"	126	1320718	9.5	0.8	8.8	0.8
	"New Hampshire"	"33"	"2013"	"2013"	142	1323459	10.7	0.9	10.3	0.9
	"New Hampshire"	"33"	"2014"	"2014"	110	1326813	8.3	0.8	7.8	0.8
	"New Hampshire"	"33"	"2015"	"2015"	110	1330608	8.3	0.8	7.8	0.8
	"New Hampshire"	"33"	"2016"	"2016"	141	1334795	10.6	0.9	9.9	0.9
	"New Jersey"	"34"	"2009"	"2009"	615	8755602	7.0	0.3	6.9	0.3
	"New Jersey"	"34"	"2010"	"2010"	626	8791894	7.1	0.3	7.0	0.3
	"New Jersey"	"34"	"2011"	"2011"	704	8821155	8.0	0.3	7.8	0.3
	"New Jersey"	"34"	"2012"	"2012"	663	8864590	7.5	0.3	7.3	0.3
	"New Jersey"	"34"	"2013"	"2013"	594	8899339	6.7	0.3	6.5	0.3
	"New Jersey"	"34"	"2014"	"2014"	600	8938175	6.7	0.3	6.4	0.3
	"New Jersey"	"34"	"2015"	"2015"	622	8958013	6.9	0.3	6.7	0.3
	"New Jersey"	"34"	"2016"	"2016"	667	8944469	7.5	0.3	7.2	0.3
	"New Mexico"	"35"	"2009"	"2009"	375	2036802	18.4	1.0	18.6	1.0
	"New Mexico"	"35"	"2010"	"2010"	349	2059179	16.9	0.9	17.4	0.9
	"New Mexico"	"35"	"2011"	"2011"	335	2082224	16.1	0.9	16.0	0.9
	"New Mexico"	"35"	"2012"	"2012"	411	2085538	19.7	1.0	19.9	1.0
	"New Mexico"	"35"	"2013"	"2013"	349	2085287	16.7	0.9	16.8	0.9
	"New Mexico"	"35"	"2014"	"2014"	417	2085572	20.0	1.0	20.0	1.0
	"New Mexico"	"35"	"2015"	"2015"	361	2085109	17.3	0.9	17.4	0.9
	"New Mexico"	"35"	"2016"	"2016"	429	2081015	20.6	1.0	20.7	1.0
	"New York"	"36"	"2009"	"2009"	1418	19307066	7.3	0.2	7.1	0.2
	"New York"	"36"	"2010"	"2010"	1396	19378102	7.2	0.2	7.0	0.2
	"New York"	"36"	"2011"	"2011"	1418	19465197	7.3	0.2	7.0	0.2
	"New York"	"36"	"2012"	"2012"	1466	19570261	7.5	0.2	7.1	0.2
	"New York"	"36"	"2013"	"2013"	1401	19651127	7.1	0.2	6.8	0.2
	"New York"	"36"	"2014"	"2014"	1245	19746227	6.3	0.2	6.0	0.2
	"New York"	"36"	"2015"	"2015"	1285	19795791	6.5	0.2	6.1	0.2
	"New York"	"36"	"2016"	"2016"	1225	19745289	6.2	0.2	5.8	0.2
	"North Carolina"	"37"	"2009"	"2009"	1466	9449566	15.5	0.4	15.3	0.4
	"North Carolina"	"37"	"2010"	"2010"	1423	9535483	14.9	0.4	14.9	0.4
	"North Carolina"	"37"	"2011"	"2011"	1321	9656401	13.7	0.4	13.5	0.4
	"North Carolina"	"37"	"2012"	"2012"	1395	9752073	14.3	0.4	14.1	0.4
	"North Carolina"	"37"	"2013"	"2013"	1407	9848060	14.3	0.4	14.0	0.4
	"North Carolina"	"37"	"2014"	"2014"	1453	9943964	14.6	0.4	14.3	0.4
	"North Carolina"	"37"	"2015"	"2015"	1576	10042802	15.7	0.4	15.3	0.4
	"North Carolina"	"37"	"2016"	"2016"	1598	10146788	15.7	0.4	15.5	0.4
	"North Dakota"	"38"	"2009"	"2009"	135	664968	20.3	1.7	19.4	1.7
	"North Dakota"	"38"	"2010"	"2010"	99	672591	14.7	1.5	14.9	1.5
	"North Dakota"	"38"	"2011"	"2011"	147	683932	21.5	1.8	20.4	1.7
	"North Dakota"	"38"	"2012"	"2012"	146	699628	20.9	1.7	20.7	1.8
	"North Dakota"	"38"	"2013"	"2013"	128	723393	17.7	1.6	18.3	1.7
	"North Dakota"	"38"	"2014"	"2014"	108	739482	14.6	1.4	14.4	1.4
	"North Dakota"	"38"	"2015"	"2015"	139	756927	18.4	1.6	17.5	1.5
	"North Dakota"	"38"	"2016"	"2016"	135	757952	17.8	1.5	17.6	1.6
	"Ohio"	"39"	"2009"	"2009"	1070	11528896	9.3	0.3	9.2	0.3
	"Ohio"	"39"	"2010"	"2010"	1287	11536504	11.2	0.3	10.9	0.3
	"Ohio"	"39"	"2011"	"2011"	1224	11544951	10.6	0.3	10.5	0.3
	"Ohio"	"39"	"2012"	"2012"	1282	11544225	11.1	0.3	10.8	0.3
	"Ohio"	"39"	"2013"	"2013"	1176	11570808	10.2	0.3	9.8	0.3
	"Ohio"	"39"	"2014"	"2014"	1194	11594163	10.3	0.3	10.1	0.3
	"Ohio"	"39"	"2015"	"2015"	1289	11613423	11.1	0.3	10.8	0.3
	"Ohio"	"39"	"2016"	"2016"	1368	11614373	11.8	0.3	11.4	0.3
	"Oklahoma"	"40"	"2009"	"2009"	760	3717572	20.4	0.7	20.5	0.8
	"Oklahoma"	"40"	"2010"	"2010"	743	3751351	19.8	0.7	19.8	0.7
	"Oklahoma"	"40"	"2011"	"2011"	778	3791508	20.5	0.7	20.5	0.7
	"Oklahoma"	"40"	"2012"	"2012"	751	3814820	19.7	0.7	19.7	0.7
	"Oklahoma"	"40"	"2013"	"2013"	762	3850568	19.8	0.7	19.5	0.7
	"Oklahoma"	"40"	"2014"	"2014"	749	3878051	19.3	0.7	19.1	0.7
	"Oklahoma"	"40"	"2015"	"2015"	698	3911338	17.8	0.7	17.7	0.7
	"Oklahoma"	"40"	"2016"	"2016"	738	3923561	18.8	0.7	18.6	0.7
	"Oregon"	"41"	"2009"	"2009"	427	3808600	11.2	0.5	11.0	0.5
	"Oregon"	"41"	"2010"	"2010"	345	3831074	9.0	0.5	8.6	0.5
	"Oregon"	"41"	"2011"	"2011"	402	3871859	10.4	0.5	10.0	0.5
	"Oregon"	"41"	"2012"	"2012"	400	3899353	10.3	0.5	9.7	0.5
	"Oregon"	"41"	"2013"	"2013"	391	3930065	9.9	0.5	9.5	0.5
	"Oregon"	"41"	"2014"	"2014"	422	3970239	10.6	0.5	10.1	0.5
	"Oregon"	"41"	"2015"	"2015"	533	4028977	13.2	0.6	12.7	0.6
	"Oregon"	"41"	"2016"	"2016"	560	4093465	13.7	0.6	13.0	0.6
	"Pennsylvania"	"42"	"2009"	"2009"	1443	12666858	11.4	0.3	11.1	0.3
	"Pennsylvania"	"42"	"2010"	"2010"	1503	12702379	11.8	0.3	11.4	0.3
	"Pennsylvania"	"42"	"2011"	"2011"	1552	12742886	12.2	0.3	11.6	0.3
	"Pennsylvania"	"42"	"2012"	"2012"	1465	12763536	11.5	0.3	11.1	0.3
	"Pennsylvania"	"42"	"2013"	"2013"	1413	12773801	11.1	0.3	10.6	0.3
	"Pennsylvania"	"42"	"2014"	"2014"	1329	12787209	10.4	0.3	9.9	0.3
